name,f_year,l_year,tournament_duration,total_matches,minutes,surface,best_of,t_month,most_wins,df,ace,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
Davis Cup WG QF: MEX vs USA,1986,1986,1,4,0.0,Clay,5,7,Brad Gilbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: NED vs GER,1995,1995,1,4,0.0,Hard,5,3,Michael Stich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: NED vs SWE,1993,1993,1,4,0.0,Clay,5,7,Magnus Gustafsson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: NED vs USA,1994,1994,1,4,0.0,Hard,5,7,Jim Courier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: NZL vs GBR,1981,1981,1,2,0.0,Grass,5,7,Richard Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: PAK vs INA,1984,1984,1,4,0.0,Clay,5,3,Islam Ul Haq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: PAK vs KOR,1985,1985,1,4,0.0,Clay,5,3,Young Dae Jeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: PAR vs ESP,1987,1987,1,4,0.0,Clay,5,7,Emilio Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: PHI vs KOR,1982,1982,1,4,0.0,Clay,5,1,Young Dae Jeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: ROU vs ARG,1981,1981,1,4,0.0,Hard,5,7,Guillermo Vilas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: RUS vs ARG,2010,2010,1,4,0.0,Hard,5,7,David Nalbandian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: RUS vs CZE,2008,2008,1,4,0.0,Clay,5,4,Marat Safin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: RUS vs FRA,2005,2007,3,8,0.0,Clay,5,7,Nikolay Davydenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: RUS vs SVK,1999,1999,1,4,0.0,Clay,5,7,Marat Safin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: RUS vs SWE,2002,2002,1,4,0.0,Clay,5,4,Marat Safin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SRB vs ESP,2017,2017,1,4,94.25,Hard,5,4,Novak Djokovic,14.5,42.0,418.5,265.0,196.0,86.0,72.0,17.0,29.5
Davis Cup WG QF: SRI vs IND,1983,1983,1,4,0.0,Clay,5,3,Sashi Menon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SUI vs FRA,2004,2004,1,4,0.0,Hard,5,4,Roger Federer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SUI vs KAZ,2014,2014,1,4,0.0,Hard,5,4,Roger Federer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SVK vs NED,2005,2005,1,4,0.0,Hard,5,7,Dominik Hrbaty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SWE vs AUS,1981,2003,23,8,0.0,Clay,5,7,Paul Mcnamee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SWE vs ITA,1986,1986,1,4,0.0,Clay,5,7,Mats Wilander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SWE vs NZL,1983,1983,1,2,0.0,Grass,5,7,Russell Simpson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SWE vs PAR,1984,1984,1,4,0.0,Clay,5,7,Henrik Sundstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SWE vs RUS,2001,2001,1,4,0.0,Hard,5,4,Thomas Johansson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: SWE vs SRB,2011,2011,1,4,0.0,Hard,5,7,Viktor Troicki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: THA vs INA,1986,1986,1,3,0.0,Hard,5,5,Sombat Uamongkol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: TPE vs THA,1983,1983,1,4,0.0,Hard,5,3,Chang Rung Wu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs AUS,1999,1999,1,4,0.0,Hard,5,7,Lleyton Hewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs BEL,1998,2018,21,7,129.0,Hard,5,4,John Isner,19.0,79.0,438.0,266.0,209.5,94.5,70.5,13.0,19.5
Davis Cup WG QF: USA vs CHI,2006,2006,1,4,0.0,Grass,5,4,Andy Roddick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs CRO,2016,2016,1,4,154.75,Hard,5,7,Jack Sock,26.5,86.5,667.0,387.0,294.0,152.0,110.0,34.5,52.0
Davis Cup WG QF: USA vs ESP,1991,2011,21,15,0.0,Grass,5,6,Andy Roddick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs FRA,2008,2008,1,4,0.0,Hard,5,4,Andy Roddick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs NED,1997,1997,1,4,0.0,Hard,5,4,Andre Agassi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs SRB,2013,2013,1,3,0.0,Hard,5,4,Novak Djokovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs SWE,2004,2004,1,4,0.0,Hard,5,4,Andy Roddick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: USA vs TCH,1981,1992,12,8,0.0,Hard,5,7,Jimmy Connors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG QF: YUG vs TCH,1986,1986,1,4,0.0,Hard,5,7,Miloslav Mecir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs AUS,2002,2002,1,4,0.0,Clay,5,2,Gaston Gaudio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs BRA,2015,2015,1,4,0.0,Clay,5,3,Leonardo Mayer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs CZE,2005,2005,1,4,0.0,Clay,5,3,Guillermo Coria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs ECU,1985,1985,1,4,0.0,Clay,5,3,Andres Gomez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs FRA,1982,1982,1,4,0.0,Clay,5,3,Guillermo Vilas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs GBR,2008,2008,1,4,0.0,Clay,5,2,David Nalbandian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs GER,2003,2013,11,8,0.0,Clay,5,2,Carlos Berlocq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs ISR,1990,1990,1,2,0.0,Clay,5,2,Alberto Mancini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs ITA,2017,2017,1,4,208.0,Clay,3,2,Paolo Lorenzi,22.5,37.0,773.5,456.5,316.0,158.0,114.0,59.5,86.5
Davis Cup WG R1: ARG vs NED,2009,2009,1,4,0.0,Clay,5,3,Juan Ignacio Chela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs POL,2016,2016,1,4,136.5,Hard,3,3,Leonardo Mayer,24.0,89.0,617.5,407.0,327.5,117.5,98.0,29.5,37.5
Davis Cup WG R1: ARG vs ROU,2011,2011,1,4,0.0,Clay,5,3,David Nalbandian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs SWE,2006,2006,1,4,0.0,Clay,5,2,Jose Acasuso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ARG vs USA,1983,1983,1,4,0.0,Clay,5,3,Guillermo Vilas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs AUT,2005,2005,1,4,0.0,Grass,5,3,Lleyton Hewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs BEL,1991,1991,1,4,0.0,Grass,5,2,Richard Fromberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs ECU,2001,2001,1,4,0.0,Grass,5,2,Patrick Rafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs FRA,1990,1997,8,8,0.0,Grass,5,2,Wally Masur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs GBR,1983,2003,21,8,0.0,Grass,5,3,Paul Mcnamee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs GER,2018,2018,1,3,146.0,Hard,5,2,Alexander Zverev,18.5,66.0,510.5,334.0,261.0,90.0,83.5,20.0,29.5
Davis Cup WG R1: AUS vs SWE,2004,2004,1,4,0.0,Hard,5,2,Thomas Enqvist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs USA,1993,1993,1,4,0.0,Grass,5,3,Mark Woodforde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs YUG,1984,1987,4,8,0.0,Grass,5,3,Pat Cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUS vs ZIM,1998,1998,1,4,0.0,Grass,5,4,Byron Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUT vs AUS,1989,1989,1,4,0.0,Clay,5,2,Horst Skoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUT vs CRO,2006,2006,1,4,0.0,Clay,5,2,Mario Ancic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUT vs ESP,1995,1995,1,4,0.0,Hard,5,2,Thomas Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUT vs FRA,1993,2011,19,8,0.0,Clay,5,3,Arnaud Boetsch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUT vs GER,1994,1994,1,4,0.0,Clay,5,3,Thomas Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUT vs RUS,2012,2012,1,4,0.0,Hard,5,2,Jurgen Melzer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: AUT vs USA,2008,2008,1,4,0.0,Clay,5,2,Andy Roddick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs AUS,2007,2007,1,4,0.0,Clay,5,2,Kristof Vliegen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs CZE,1999,2010,12,8,0.0,Clay,5,4,Xavier Malisse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs ESP,2011,2011,1,4,0.0,Hard,5,3,Rafael Nadal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs FRA,2001,2001,1,4,0.0,Clay,5,2,Arnaud Clement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs GER,2017,2017,1,4,142.0,Hard,5,2,Steve Darcis,15.5,55.5,643.5,416.5,292.0,132.0,104.0,23.5,44.0
Davis Cup WG R1: BEL vs NED,1998,1998,1,4,0.0,Clay,5,4,Filip Dewulf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs RUS,1995,1995,1,4,0.0,Clay,5,2,Andrei Chesnokov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs SRB,2013,2013,1,4,0.0,Clay,5,2,Viktor Troicki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BEL vs SUI,2015,2015,1,4,0.0,Hard,5,3,Henri Laaksonen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BLR vs SWE,2007,2007,1,4,0.0,Hard,5,2,Robin Soderling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BRA vs ESP,1998,1998,1,4,0.0,Clay,5,4,Alex Corretja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BRA vs FRA,2000,2000,1,4,0.0,Clay,5,2,Fernando Meligeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BRA vs GER,1992,1992,1,3,0.0,Clay,5,1,Jaime Oncins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BRA vs MAR,2001,2001,1,4,0.0,Clay,5,2,Gustavo Kuerten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: BRA vs USA,1997,1997,1,4,0.0,Clay,5,2,Jim Courier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CAN vs CRO,2018,2018,1,3,124.667,Clay,5,2,Borna Coric,8.0,29.0,390.5,269.5,209.0,68.5,69.0,17.5,24.5
Davis Cup WG R1: CAN vs ESP,2013,2013,1,4,0.0,Hard,5,2,Milos Raonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CAN vs FRA,2012,2016,5,8,94.5,Hard,5,2,Jo-Wilfried Tsonga,11.5,21.5,418.0,277.0,203.5,77.5,65.0,23.0,32.0
Davis Cup WG R1: CAN vs GBR,2017,2017,1,4,129.75,Hard,3,2,Vasek Pospisil,25.0,69.5,590.5,335.5,265.0,133.0,92.0,21.0,33.5
Davis Cup WG R1: CAN vs JPN,2015,2015,1,4,0.0,Hard,5,3,Kei Nishikori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CHI vs ISR,2010,2010,1,4,0.0,Clay,5,3,Fernando Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CHI vs ROU,1982,1982,1,3,0.0,Clay,5,3,Pedro Rebolledo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CHI vs RUS,2007,2007,1,4,0.0,Clay,5,2,Igor Andreev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CHI vs SVK,2006,2006,1,4,0.0,Clay,5,2,Fernando Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CHI vs SWE,1985,1985,1,4,0.0,Clay,5,4,Henrik Sundstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CHI vs USA,2011,2011,1,4,0.0,Clay,5,3,Andy Roddick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CRO vs BEL,2016,2016,1,4,161.0,Clay,3,3,David Goffin,17.5,59.0,681.5,417.0,310.5,125.0,109.5,29.0,51.0
Davis Cup WG R1: CRO vs CHI,2009,2009,1,4,0.0,Hard,5,3,Mario Ancic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CRO vs ECU,2010,2010,1,4,0.0,Hard,5,3,Ivo Karlovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CRO vs GER,2011,2011,1,4,0.0,Hard,5,3,Marin Cilic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CZE vs AUS,2015,2017,3,8,104.75,Hard,5,2,Jordan Thompson,25.5,59.5,478.0,287.5,217.0,93.5,77.5,19.5,33.0
Davis Cup WG R1: CZE vs GBR,2000,2000,1,4,0.0,Clay,5,2,Jiri Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CZE vs IND,1997,1997,1,4,0.0,Clay,5,2,Petr Korda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CZE vs ITA,2012,2012,1,4,0.0,Hard,5,2,Radek Stepanek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CZE vs KAZ,2011,2011,1,4,0.0,Hard,5,3,Andrey Golubev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CZE vs RUS,2003,2003,1,4,0.0,Clay,5,2,Jiri Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: CZE vs USA,2007,2007,1,4,0.0,Clay,5,2,Andy Roddick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ECU vs USA,1986,1986,1,4,0.0,Clay,5,3,Andres Gomez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs AUT,1990,1990,1,4,0.0,Clay,5,2,Thomas Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs BEL,2003,2003,1,4,0.0,Clay,5,2,Juan Carlos Ferrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs BRA,1999,1999,1,4,0.0,Clay,5,4,Gustavo Kuerten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs CAN,1991,1991,1,4,0.0,Clay,5,2,Sergi Bruguera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs CRO,2017,2017,1,4,175.25,Hard,5,2,Roberto Bautista Agut,20.0,37.5,722.5,444.5,324.0,151.5,110.0,31.0,48.0
Davis Cup WG R1: ESP vs FRG,1987,1987,1,4,0.0,Clay,5,3,Sergio Casal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs GER,1997,1997,1,4,0.0,Clay,5,2,Carlos Moya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs ITA,1994,2000,7,8,0.0,Clay,5,3,Sergi Bruguera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs KAZ,2012,2012,1,4,0.0,Clay,5,2,Nicolas Almagro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs MAR,2002,2002,1,4,0.0,Clay,5,2,Younes El Aynaoui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs MEX,1989,1989,1,4,0.0,Clay,5,2,Leonardo Lavalle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs NED,1993,1993,1,4,0.0,Clay,5,3,Paul Haarhuis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs SRB,2009,2009,1,4,0.0,Clay,5,3,David Ferrer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ESP vs SUI,2010,2010,1,4,0.0,Clay,5,3,David Ferrer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: FRA vs CRO,2004,2004,1,4,0.0,Clay,5,2,Arnaud Clement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: FRA vs DEN,1996,1996,1,4,0.0,Hard,5,2,Cedric Pioline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: FRA vs GER,2010,2010,1,4,0.0,Hard,5,3,Gael Monfils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: FRA vs HUN,1994,1994,1,4,0.0,Hard,5,3,Arnaud Boetsch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: FRA vs ISR,1991,2013,23,8,0.0,Clay,5,3,Henri Leconte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: FRA vs NED,1999,2018,20,11,187.333,Hard,3,2,Cedric Pioline,13.0,67.5,617.0,420.0,318.0,100.5,98.5,26.0,37.0
Davis Cup WG R1: FRA vs ROU,2007,2007,1,4,0.0,Hard,5,2,Richard Gasquet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: FRA vs SWE,2005,2005,1,4,0.0,Clay,5,3,Paul Henri Mathieu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: GBR vs ESP,2018,2018,1,3,206.0,Clay,5,2,Albert Ramos,26.5,19.0,606.5,381.0,238.0,105.5,86.5,35.0,63.5
Davis Cup WG R1: GBR vs JPN,2016,2016,1,3,182.667,Hard,5,3,Andy Murray,21.0,38.0,532.5,317.0,218.5,105.5,81.5,31.5,52.5
Davis Cup WG R1: GBR vs USA,1999,2015,17,8,0.0,Hard,5,4,Jim Courier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: GER vs ARG,2012,2012,1,4,0.0,Clay,5,2,Juan Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: GER vs AUT,2009,2009,1,4,0.0,Hard,5,3,Stefan Koubek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: GER vs CRO,1995,2007,13,8,0.0,Hard,5,2,Michael Stich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: GER vs CZE,2016,2016,1,4,159.0,Hard,5,3,Philipp Kohlschreiber,22.0,67.0,674.0,416.0,318.0,124.5,106.5,34.0,51.5
Davis Cup WG R1: GER vs FRA,2006,2015,10,8,0.0,Hard,5,2,Sebastien Grosjean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: GER vs KOR,2008,2008,1,4,0.0,Clay,5,2,Philipp Kohlschreiber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: HUN vs BEL,2018,2018,1,4,130.5,Hard,5,2,David Goffin,16.5,50.0,579.0,369.0,272.5,111.0,96.0,31.0,48.0
Davis Cup WG R1: INA vs PHI,1986,1986,1,4,0.0,Clay,5,3,Tintus Arianto Wibowo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs ARG,1987,1987,1,4,0.0,Grass,5,3,Vijay Amritraj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs FRA,1984,1984,1,4,0.0,Grass,5,2,Yannick Noah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs ITA,1985,1985,1,4,0.0,Grass,5,3,Vijay Amritraj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs NED,1996,1996,1,4,0.0,Grass,5,2,Mahesh Bhupathi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs SUI,1993,1993,1,4,0.0,Grass,5,3,Marc Rosset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs TCH,1986,1986,1,4,0.0,Grass,5,3,Miloslav Mecir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs USA,1994,1994,1,4,0.0,Grass,5,3,Jim Courier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: IND vs YUG,1988,1988,1,4,0.0,Grass,5,2,Slobodan Zivojinovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ISR vs CZE,1994,1994,1,4,0.0,Hard,5,3,Petr Korda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ISR vs SWE,2008,2008,1,4,0.0,Hard,5,2,Thomas Johansson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs CRO,2013,2013,1,4,0.0,Clay,5,2,Marin Cilic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs CZE,1995,1995,1,4,0.0,Clay,5,2,Renzo Furlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs GBR,1982,1982,1,4,0.0,Clay,5,3,Buster C Mottram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs IND,1998,1998,1,4,0.0,Clay,5,4,Andrea Gaudenzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs IRL,1983,1983,1,4,0.0,Clay,5,3,Corrado Barazzutti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs ISR,1988,1988,1,4,0.0,Clay,5,2,Francesco Cancellotti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs JPN,2018,2018,1,3,230.667,Hard,5,2,Fabio Fognini,48.0,51.0,758.5,420.5,287.5,149.0,109.0,54.0,89.0
Davis Cup WG R1: ITA vs MEX,1997,1997,1,4,0.0,Clay,5,2,Renzo Furlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup WG R1: ITA vs PAR,1986,1986,1,4,0.0,Clay,5,3,Francesco Cancellotti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
