player,t_year,loss,win,wlr,rank
A D'Orsongna,1968,1,0,0.0,
A Difrancesco,1980,1,0,0.0,
A El Ghani,1977,1,0,0.0,
A Ferguson,1974,1,1,0.5,
A Fine,1970,1,0,0.0,
A G Barker,1970,1,1,0.5,
A Galbraith,1980,1,1,0.5,
A H Davies,1970,1,0,0.0,
A Hernandez,1978,1,0,0.0,
A Hill,1971,1,0,0.0,
A J Gould,1970,1,1,0.5,
A Jackson,1974,1,1,0.5,
A Jammond,1969,1,0,0.0,
A Jordan,1970,1,0,0.0,
A Luttrell,1980,1,0,0.0,
A M Thomas,1970,1,0,0.0,
A Macdonald,1973,1,1,0.5,
A Mcgrath,1971,1,0,0.0,
A Moscoso,1980,1,0,0.0,
A Sapire,1969,1,0,0.0,
A Saul,1969,1,0,0.0,
A Saul,1971,1,0,0.0,
A Simcox,1980,1,0,0.0,
A Simmons,1976,1,0,0.0,
A Trenkle,1978,1,0,0.0,
A Uehara,1973,1,0,0.0,
A Webb,1970,1,0,0.0,
A Whittaker,1975,1,0,0.0,
AJ Mitha,1972,1,1,0.5,
Aaron Krickstein,1983,4,8,0.6666666666666666,
Aaron Krickstein,1984,13,33,0.717391304347826,16.0
Aaron Krickstein,1984,13,33,0.717391304347826,94.0
Aaron Krickstein,1984,13,33,0.717391304347826,25.0
Aaron Krickstein,1984,13,33,0.717391304347826,13.0
Aaron Krickstein,1984,13,33,0.717391304347826,12.0
Aaron Krickstein,1985,20,23,0.5348837209302325,12.0
Aaron Krickstein,1985,20,23,0.5348837209302325,22.0
Aaron Krickstein,1985,20,23,0.5348837209302325,35.0
Aaron Krickstein,1985,20,23,0.5348837209302325,10.0
Aaron Krickstein,1985,20,23,0.5348837209302325,7.0
Aaron Krickstein,1985,20,23,0.5348837209302325,14.0
Aaron Krickstein,1986,18,36,0.6666666666666666,36.0
Aaron Krickstein,1986,18,36,0.6666666666666666,25.0
Aaron Krickstein,1986,18,36,0.6666666666666666,31.0
Aaron Krickstein,1986,18,36,0.6666666666666666,24.0
Aaron Krickstein,1986,18,36,0.6666666666666666,32.0
Aaron Krickstein,1986,18,36,0.6666666666666666,40.0
Aaron Krickstein,1986,18,36,0.6666666666666666,27.0
Aaron Krickstein,1986,18,36,0.6666666666666666,38.0
Aaron Krickstein,1986,18,36,0.6666666666666666,39.0
Aaron Krickstein,1986,18,36,0.6666666666666666,33.0
Aaron Krickstein,1986,18,36,0.6666666666666666,30.0
Aaron Krickstein,1987,13,15,0.5357142857142857,29.0
Aaron Krickstein,1987,13,15,0.5357142857142857,27.0
Aaron Krickstein,1987,13,15,0.5357142857142857,31.0
Aaron Krickstein,1987,13,15,0.5357142857142857,39.0
Aaron Krickstein,1987,13,15,0.5357142857142857,33.0
Aaron Krickstein,1987,13,15,0.5357142857142857,26.0
Aaron Krickstein,1987,13,15,0.5357142857142857,30.0
Aaron Krickstein,1988,20,43,0.6825396825396826,17.0
Aaron Krickstein,1988,20,43,0.6825396825396826,19.0
Aaron Krickstein,1988,20,43,0.6825396825396826,27.0
Aaron Krickstein,1988,20,43,0.6825396825396826,64.0
Aaron Krickstein,1988,20,43,0.6825396825396826,46.0
Aaron Krickstein,1988,20,43,0.6825396825396826,49.0
Aaron Krickstein,1988,20,43,0.6825396825396826,51.0
Aaron Krickstein,1988,20,43,0.6825396825396826,29.0
Aaron Krickstein,1988,20,43,0.6825396825396826,25.0
Aaron Krickstein,1988,20,43,0.6825396825396826,23.0
Aaron Krickstein,1988,20,43,0.6825396825396826,21.0
Aaron Krickstein,1988,20,43,0.6825396825396826,20.0
Aaron Krickstein,1988,20,43,0.6825396825396826,26.0
Aaron Krickstein,1989,16,40,0.7142857142857143,13.0
Aaron Krickstein,1989,16,40,0.7142857142857143,15.0
Aaron Krickstein,1989,16,40,0.7142857142857143,11.0
Aaron Krickstein,1989,16,40,0.7142857142857143,14.0
Aaron Krickstein,1989,16,40,0.7142857142857143,17.0
Aaron Krickstein,1989,16,40,0.7142857142857143,16.0
Aaron Krickstein,1989,16,40,0.7142857142857143,18.0
Aaron Krickstein,1990,18,29,0.6170212765957447,7.0
Aaron Krickstein,1990,18,29,0.6170212765957447,6.0
Aaron Krickstein,1990,18,29,0.6170212765957447,9.0
Aaron Krickstein,1990,18,29,0.6170212765957447,13.0
Aaron Krickstein,1991,17,23,0.575,20.0
Aaron Krickstein,1991,17,23,0.575,22.0
Aaron Krickstein,1991,17,23,0.575,48.0
Aaron Krickstein,1991,17,23,0.575,46.0
Aaron Krickstein,1991,17,23,0.575,49.0
Aaron Krickstein,1991,17,23,0.575,57.0
Aaron Krickstein,1991,17,23,0.575,51.0
Aaron Krickstein,1991,17,23,0.575,50.0
Aaron Krickstein,1991,17,23,0.575,44.0
Aaron Krickstein,1991,17,23,0.575,47.0
Aaron Krickstein,1992,14,29,0.6744186046511628,34.0
Aaron Krickstein,1992,14,29,0.6744186046511628,30.0
Aaron Krickstein,1992,14,29,0.6744186046511628,33.0
Aaron Krickstein,1992,14,29,0.6744186046511628,28.0
Aaron Krickstein,1992,14,29,0.6744186046511628,24.0
Aaron Krickstein,1992,14,29,0.6744186046511628,15.0
Aaron Krickstein,1992,14,29,0.6744186046511628,14.0
Aaron Krickstein,1993,15,25,0.625,47.0
Aaron Krickstein,1993,15,25,0.625,44.0
Aaron Krickstein,1993,15,25,0.625,53.0
Aaron Krickstein,1993,15,25,0.625,108.0
Aaron Krickstein,1993,15,25,0.625,91.0
Aaron Krickstein,1993,15,25,0.625,100.0
Aaron Krickstein,1993,15,25,0.625,94.0
Aaron Krickstein,1993,15,25,0.625,78.0
Aaron Krickstein,1993,15,25,0.625,62.0
Aaron Krickstein,1993,15,25,0.625,54.0
Aaron Krickstein,1993,15,25,0.625,57.0
Aaron Krickstein,1993,15,25,0.625,50.0
Aaron Krickstein,1994,22,28,0.56,45.0
Aaron Krickstein,1994,22,28,0.56,41.0
Aaron Krickstein,1994,22,28,0.56,39.0
Aaron Krickstein,1994,22,28,0.56,38.0
Aaron Krickstein,1994,22,28,0.56,27.0
Aaron Krickstein,1994,22,28,0.56,23.0
Aaron Krickstein,1994,22,28,0.56,31.0
Aaron Krickstein,1994,22,28,0.56,29.0
Aaron Krickstein,1994,22,28,0.56,33.0
Aaron Krickstein,1994,22,28,0.56,32.0
Aaron Krickstein,1994,22,28,0.56,34.0
Aaron Krickstein,1994,22,28,0.56,40.0
Aaron Krickstein,1995,17,15,0.46875,36.0
Aaron Krickstein,1995,17,15,0.46875,45.0
Aaron Krickstein,1995,17,15,0.46875,24.0
Aaron Krickstein,1995,17,15,0.46875,35.0
Aaron Krickstein,1995,17,15,0.46875,40.0
Aaron Krickstein,1995,17,15,0.46875,44.0
Aaron Krickstein,1995,17,15,0.46875,46.0
Aaron Krickstein,1996,3,0,0.0,
Abd Hazli Bin Zainuddin,2006,1,0,0.0,
Abd Hazli Bin Zainuddin,2009,1,0,0.0,
Abd Hazli Bin Zainuddin,2010,1,1,0.5,
Abdel Aslam Mahmoudi,1975,1,0,0.0,
Abdel Aslam Mahmoudi,1976,2,0,0.0,
Abdel Aslam Mahmoudi,1977,1,1,0.5,
Abdel Gawad Mohammed,1978,0,1,1.0,
Abdel Ghani,1975,1,0,0.0,
Abdel Halem Azzi,1985,1,0,0.0,
Abdel Majid Soudani,1983,1,0,0.0,
Abdel Majid Soudani,1984,0,2,1.0,
Abdel Majid Soudani,1985,2,0,0.0,
Abdel Monem Bornaz,1986,2,0,0.0,
Abdelhak Hameurlaine,1990,1,0,0.0,
Abdelhak Hameurlaine,1991,1,1,0.5,1021.0
Abdelhak Hameurlaine,1993,2,1,0.3333333333333333,
Abdelhak Hameurlaine,1996,1,0,0.0,
Abdelhak Hameurlaine,2004,1,0,0.0,
Abdelhak Hameurlaine,2006,1,1,0.5,1048.0
Abdelhak Hameurlaine,2007,1,0,0.0,
Abdelhak Hameurlaine,2008,1,0,0.0,
Abdelhak Hameurlaine,2009,1,0,0.0,
Abdelkader Madani,1976,1,0,0.0,
Abdul Hakim Jteli,1989,2,0,0.0,
Abdul Hamid Makhkamov,1997,1,0,0.0,
Abdul Khalek Nadini,1984,1,0,0.0,
Abdul Khalek Nadini,1986,2,0,0.0,
Abdul Khalek Nadini,1987,1,1,0.5,627.0
Abdul Khalek Nadini,1989,2,0,0.0,
Abdul Mumin Babalola,2007,3,0,0.0,
Abdul Rahman Ramlal,1983,1,0,0.0,
Abdul Rahman Shehab,1989,3,1,0.25,
Abdulhameed Alshatti,2014,1,0,0.0,
Abdulhamid Mubarak,2016,1,0,0.0,
Abdulla Hajji,2007,1,0,0.0,
Abdulla Hajji,2009,1,0,0.0,
Abdulla Hajji,2010,1,0,0.0,
Abdullah Al Khalil,1989,1,0,0.0,
Abdullah Al Mahmeed,1993,1,0,0.0,
Abdullah Maqdas,2004,1,0,0.0,
Abdullah Maqdas,2005,1,3,0.75,1478.0
Abdullah Maqdas,2005,1,3,0.75,1479.0
Abdullah Maqdas,2006,2,2,0.5,951.0
Abdullah Maqdas,2008,0,2,1.0,980.0
Abdullah Maqdas,2013,1,1,0.5,500.0
Abdullah Maqdas,2015,1,1,0.5,1695.0
Abdulrahman Alawadhi,2016,1,0,0.0,
Abe Segal,1968,3,1,0.25,
Abe Segal,1969,3,1,0.25,
Abe Segal,1970,2,1,0.3333333333333333,
Abe Segal,1971,1,1,0.5,
Abou Berthe,1987,4,0,0.0,
Abou Berthe,1988,2,0,0.0,
Abou Berthe,1990,2,0,0.0,
Abou Berthe,1991,2,0,0.0,
Abou Berthe,1993,3,1,0.25,
Abou Berthe,1994,2,0,0.0,
Abraham Sojo,1982,1,0,0.0,
Adam Anderson,1988,1,0,0.0,
Adam Anderson,1989,1,0,0.0,
Adam Chadaj,2005,1,3,0.75,230.0
Adam Chadaj,2005,1,3,0.75,242.0
Adam Hornby,2016,2,0,0.0,
Adam Hornby,2017,1,0,0.0,
Adam Jaya,2000,1,0,0.0,
Adam Jaya,2002,2,0,0.0,
Adam Jaya,2004,2,0,0.0,
Adam Jaya,2009,1,0,0.0,
Adam Kellner,2005,1,0,0.0,
Adam Kellner,2007,1,1,0.5,1261.0
Adam Kellner,2010,2,1,0.3333333333333333,321.0
Adam Kellner,2011,1,2,0.6666666666666666,333.0
Adam Kellner,2011,1,2,0.6666666666666666,249.0
Adam Kennedy,2002,2,0,0.0,
Adam Kennedy,2003,1,0,0.0,
Adam Malik,1983,2,0,0.0,
Adam Malik,1984,2,0,0.0,
Adam Malik,1985,2,0,0.0,
Adam Malik,1990,0,1,1.0,776.0
Adam Malik,1991,0,2,1.0,468.0
Adam Malik,1992,0,3,1.0,468.0
Adam Malik,1992,0,3,1.0,730.0
Adam Malik,1993,1,0,0.0,
Adam Malik,1994,1,3,0.75,996.0
Adam Malik,1994,1,3,0.75,985.0
Adam Malik,1995,1,1,0.5,438.0
Adam Moundir,2019,1,0,0.0,
Adam Moundir,2020,0,1,1.0,458.0
Adam Pavlasek,2016,3,3,0.5,132.0
Adam Pavlasek,2016,3,3,0.5,116.0
Adam Pavlasek,2017,5,1,0.16666666666666666,136.0
Adam Pavlasek,2018,1,2,0.6666666666666666,208.0
Adam Pavlasek,2018,1,2,0.6666666666666666,185.0
Adam Peterson,1995,1,0,0.0,
Adam Skrzypczak,1996,1,3,0.75,826.0
Adam Skrzypczak,1996,1,3,0.75,815.0
Adam Thompson,2005,1,0,0.0,
Adam Thompson,2006,1,1,0.5,809.0
Adam Thompson,2009,0,1,1.0,830.0
Adel Al Shatti,1993,5,0,0.0,
Adel Al Shatti,2001,1,0,0.0,
Adel Brahim,1988,2,0,0.0,
Adel Brahim,1989,2,0,0.0,
Adel Lahdhiri,1993,4,0,0.0,
Adelo Abadia,1998,2,0,0.0,
Adelo Abadia,2000,2,0,0.0,
Adelo Abadia,2002,1,1,0.5,
Adelo Abadia,2004,0,1,1.0,
Aditya Hari Sasongko,2008,0,1,1.0,
Aditya Hari Sasongko,2011,1,0,0.0,
Aditya Hari Sasongko,2012,2,0,0.0,
Aditya Hari Sasongko,2015,1,1,0.5,
Aditya Hari Sasongko,2016,2,0,0.0,
Adolfo Daniel Vallejo,2019,1,0,0.0,
Adolfo Daniel Vallejo,2020,0,2,1.0,
Adolfo Gonzalez,1977,1,0,0.0,
Adolfo Gonzalez,1981,1,3,0.75,255.0
Adrian Andreev,2018,1,0,0.0,
Adrian Andreev,2019,1,0,0.0,
Adrian Andreev,2020,1,0,0.0,
Adrian Andreev,2021,2,2,0.5,564.0
Adrian Andreev,2021,2,2,0.5,423.0
Adrian Bey,1968,1,0,0.0,
Adrian Bodmer,2018,2,0,0.0,
Adrian Bohane,2004,1,0,0.0,
Adrian Clarke,1982,1,0,0.0,
Adrian Clarke,1983,2,0,0.0,
Adrian Clarke,1984,1,0,0.0,
Adrian Clarke,1990,1,0,0.0,
Adrian Cruciat,2008,2,1,0.3333333333333333,183.0
Adrian Forberg Skogeng,2010,1,0,0.0,
Adrian Garcia,2000,3,2,0.4,288.0
Adrian Garcia,2000,3,2,0.4,422.0
Adrian Garcia,2001,1,1,0.5,268.0
Adrian Garcia,2003,1,0,0.0,
Adrian Garcia,2004,10,8,0.4444444444444444,115.0
Adrian Garcia,2004,10,8,0.4444444444444444,119.0
Adrian Garcia,2004,10,8,0.4444444444444444,105.0
Adrian Garcia,2004,10,8,0.4444444444444444,114.0
Adrian Garcia,2004,10,8,0.4444444444444444,232.0
Adrian Garcia,2004,10,8,0.4444444444444444,231.0
Adrian Garcia,2004,10,8,0.4444444444444444,159.0
Adrian Garcia,2005,4,2,0.3333333333333333,118.0
Adrian Garcia,2005,4,2,0.3333333333333333,155.0
Adrian Garcia,2006,3,0,0.0,
Adrian Garcia,2007,4,0,0.0,
Adrian Garcia,2008,1,0,0.0,
Adrian Graimprey,1994,2,0,0.0,
Adrian Mannarino,2008,3,3,0.5,181.0
Adrian Mannarino,2009,4,0,0.0,
Adrian Mannarino,2010,4,2,0.3333333333333333,152.0
Adrian Mannarino,2010,4,2,0.3333333333333333,108.0
Adrian Mannarino,2011,23,17,0.425,80.0
Adrian Mannarino,2011,23,17,0.425,74.0
Adrian Mannarino,2011,23,17,0.425,67.0
Adrian Mannarino,2011,23,17,0.425,61.0
Adrian Mannarino,2011,23,17,0.425,59.0
Adrian Mannarino,2011,23,17,0.425,53.0
Adrian Mannarino,2011,23,17,0.425,54.0
Adrian Mannarino,2011,23,17,0.425,55.0
Adrian Mannarino,2011,23,17,0.425,86.0
Adrian Mannarino,2011,23,17,0.425,85.0
Adrian Mannarino,2012,7,1,0.125,87.0
Adrian Mannarino,2013,16,10,0.38461538461538464,111.0
Adrian Mannarino,2013,16,10,0.38461538461538464,75.0
Adrian Mannarino,2013,16,10,0.38461538461538464,74.0
Adrian Mannarino,2013,16,10,0.38461538461538464,63.0
Adrian Mannarino,2013,16,10,0.38461538461538464,62.0
Adrian Mannarino,2014,22,16,0.42105263157894735,71.0
Adrian Mannarino,2014,22,16,0.42105263157894735,72.0
Adrian Mannarino,2014,22,16,0.42105263157894735,70.0
Adrian Mannarino,2014,22,16,0.42105263157894735,80.0
Adrian Mannarino,2014,22,16,0.42105263157894735,96.0
Adrian Mannarino,2014,22,16,0.42105263157894735,89.0
Adrian Mannarino,2014,22,16,0.42105263157894735,83.0
Adrian Mannarino,2014,22,16,0.42105263157894735,81.0
Adrian Mannarino,2014,22,16,0.42105263157894735,92.0
Adrian Mannarino,2014,22,16,0.42105263157894735,90.0
Adrian Mannarino,2014,22,16,0.42105263157894735,79.0
Adrian Mannarino,2014,22,16,0.42105263157894735,73.0
Adrian Mannarino,2015,30,28,0.4827586206896552,44.0
Adrian Mannarino,2015,30,28,0.4827586206896552,36.0
Adrian Mannarino,2015,30,28,0.4827586206896552,41.0
Adrian Mannarino,2015,30,28,0.4827586206896552,38.0
Adrian Mannarino,2015,30,28,0.4827586206896552,32.0
Adrian Mannarino,2015,30,28,0.4827586206896552,31.0
Adrian Mannarino,2015,30,28,0.4827586206896552,34.0
Adrian Mannarino,2015,30,28,0.4827586206896552,35.0
Adrian Mannarino,2015,30,28,0.4827586206896552,33.0
Adrian Mannarino,2015,30,28,0.4827586206896552,39.0
Adrian Mannarino,2015,30,28,0.4827586206896552,40.0
Adrian Mannarino,2016,28,26,0.48148148148148145,49.0
Adrian Mannarino,2016,28,26,0.48148148148148145,58.0
Adrian Mannarino,2016,28,26,0.48148148148148145,60.0
Adrian Mannarino,2016,28,26,0.48148148148148145,64.0
Adrian Mannarino,2016,28,26,0.48148148148148145,63.0
Adrian Mannarino,2016,28,26,0.48148148148148145,55.0
Adrian Mannarino,2016,28,26,0.48148148148148145,57.0
Adrian Mannarino,2016,28,26,0.48148148148148145,54.0
Adrian Mannarino,2016,28,26,0.48148148148148145,67.0
Adrian Mannarino,2016,28,26,0.48148148148148145,62.0
Adrian Mannarino,2016,28,26,0.48148148148148145,53.0
Adrian Mannarino,2017,27,33,0.55,65.0
Adrian Mannarino,2017,27,33,0.55,61.0
Adrian Mannarino,2017,27,33,0.55,56.0
Adrian Mannarino,2017,27,33,0.55,62.0
Adrian Mannarino,2017,27,33,0.55,51.0
Adrian Mannarino,2017,27,33,0.55,42.0
Adrian Mannarino,2017,27,33,0.55,36.0
Adrian Mannarino,2017,27,33,0.55,34.0
Adrian Mannarino,2017,27,33,0.55,31.0
Adrian Mannarino,2017,27,33,0.55,29.0
Adrian Mannarino,2017,27,33,0.55,28.0
Adrian Mannarino,2018,31,26,0.45614035087719296,28.0
Adrian Mannarino,2018,31,26,0.45614035087719296,27.0
Adrian Mannarino,2018,31,26,0.45614035087719296,25.0
Adrian Mannarino,2018,31,26,0.45614035087719296,24.0
Adrian Mannarino,2018,31,26,0.45614035087719296,23.0
Adrian Mannarino,2018,31,26,0.45614035087719296,26.0
Adrian Mannarino,2018,31,26,0.45614035087719296,49.0
Adrian Mannarino,2018,31,26,0.45614035087719296,46.0
Adrian Mannarino,2019,25,27,0.5192307692307693,51.0
Adrian Mannarino,2019,25,27,0.5192307692307693,52.0
Adrian Mannarino,2019,25,27,0.5192307692307693,55.0
Adrian Mannarino,2019,25,27,0.5192307692307693,56.0
Adrian Mannarino,2019,25,27,0.5192307692307693,48.0
Adrian Mannarino,2019,25,27,0.5192307692307693,44.0
Adrian Mannarino,2019,25,27,0.5192307692307693,37.0
Adrian Mannarino,2019,25,27,0.5192307692307693,66.0
Adrian Mannarino,2019,25,27,0.5192307692307693,69.0
Adrian Mannarino,2019,25,27,0.5192307692307693,59.0
Adrian Mannarino,2019,25,27,0.5192307692307693,61.0
Adrian Mannarino,2019,25,27,0.5192307692307693,43.0
Adrian Mannarino,2020,17,14,0.45161290322580644,45.0
Adrian Mannarino,2020,17,14,0.45161290322580644,42.0
Adrian Mannarino,2020,17,14,0.45161290322580644,39.0
Adrian Mannarino,2020,17,14,0.45161290322580644,41.0
Adrian Mannarino,2020,17,14,0.45161290322580644,36.0
Adrian Mannarino,2020,17,14,0.45161290322580644,35.0
Adrian Mannarino,2021,4,4,0.5,35.0
Adrian Mannarino,2021,4,4,0.5,36.0
Adrian Marcu,1974,1,0,0.0,
Adrian Marcu,1984,2,0,0.0,
Adrian Marcu,1985,2,2,0.5,315.0
Adrian Marcu,1987,2,3,0.6,302.0
Adrian Marcu,1987,2,3,0.6,299.0
Adrian Marcu,1988,1,3,0.75,290.0
Adrian Marcu,1988,1,3,0.75,249.0
Adrian Marcu,1989,2,0,0.0,
Adrian Marcu,1991,0,2,1.0,494.0
Adrian Marcu,1992,1,1,0.5,573.0
Adrian Menendez Maceiras,2012,1,0,0.0,
Adrian Menendez Maceiras,2013,2,0,0.0,
Adrian Menendez Maceiras,2015,4,1,0.2,116.0
Adrian Menendez Maceiras,2017,4,2,0.3333333333333333,140.0
Adrian Menendez Maceiras,2017,4,2,0.3333333333333333,148.0
Adrian Menendez Maceiras,2018,4,2,0.3333333333333333,128.0
Adrian Menendez Maceiras,2019,3,1,0.25,139.0
Adrian Pena,1968,1,0,0.0,
Adrian Ungur,2010,2,3,0.6,130.0
Adrian Ungur,2010,2,3,0.6,142.0
Adrian Ungur,2011,5,3,0.375,183.0
Adrian Ungur,2011,5,3,0.375,175.0
Adrian Ungur,2011,5,3,0.375,131.0
Adrian Ungur,2012,12,1,0.07692307692307693,92.0
Adrian Ungur,2013,9,2,0.18181818181818182,103.0
Adrian Ungur,2014,3,2,0.4,118.0
Adrian Ungur,2014,3,2,0.4,134.0
Adrian Ungur,2015,1,3,0.75,159.0
Adrian Ungur,2015,1,3,0.75,199.0
Adrian Ungur,2016,6,2,0.25,193.0
Adrian Ungur,2016,6,2,0.25,194.0
Adrian Ungur,2018,2,1,0.3333333333333333,535.0
Adrian Voinea,1994,4,2,0.3333333333333333,236.0
Adrian Voinea,1995,15,15,0.5,202.0
Adrian Voinea,1995,15,15,0.5,176.0
Adrian Voinea,1995,15,15,0.5,177.0
Adrian Voinea,1995,15,15,0.5,128.0
Adrian Voinea,1995,15,15,0.5,67.0
Adrian Voinea,1995,15,15,0.5,64.0
Adrian Voinea,1995,15,15,0.5,62.0
Adrian Voinea,1995,15,15,0.5,56.0
Adrian Voinea,1996,21,24,0.5333333333333333,56.0
Adrian Voinea,1996,21,24,0.5333333333333333,55.0
Adrian Voinea,1996,21,24,0.5333333333333333,54.0
Adrian Voinea,1996,21,24,0.5333333333333333,40.0
Adrian Voinea,1996,21,24,0.5333333333333333,42.0
Adrian Voinea,1996,21,24,0.5333333333333333,46.0
Adrian Voinea,1996,21,24,0.5333333333333333,47.0
Adrian Voinea,1996,21,24,0.5333333333333333,75.0
Adrian Voinea,1996,21,24,0.5333333333333333,65.0
Adrian Voinea,1996,21,24,0.5333333333333333,63.0
Adrian Voinea,1996,21,24,0.5333333333333333,57.0
Adrian Voinea,1997,19,12,0.3870967741935484,49.0
Adrian Voinea,1997,19,12,0.3870967741935484,48.0
Adrian Voinea,1997,19,12,0.3870967741935484,47.0
Adrian Voinea,1997,19,12,0.3870967741935484,71.0
Adrian Voinea,1997,19,12,0.3870967741935484,77.0
Adrian Voinea,1997,19,12,0.3870967741935484,95.0
Adrian Voinea,1997,19,12,0.3870967741935484,87.0
Adrian Voinea,1997,19,12,0.3870967741935484,86.0
Adrian Voinea,1997,19,12,0.3870967741935484,97.0
Adrian Voinea,1997,19,12,0.3870967741935484,107.0
Adrian Voinea,1997,19,12,0.3870967741935484,100.0
Adrian Voinea,1998,9,10,0.5263157894736842,175.0
Adrian Voinea,1998,9,10,0.5263157894736842,91.0
Adrian Voinea,1998,9,10,0.5263157894736842,90.0
Adrian Voinea,1998,9,10,0.5263157894736842,79.0
Adrian Voinea,1998,9,10,0.5263157894736842,83.0
Adrian Voinea,1998,9,10,0.5263157894736842,75.0
Adrian Voinea,1999,21,15,0.4166666666666667,71.0
Adrian Voinea,1999,21,15,0.4166666666666667,77.0
Adrian Voinea,1999,21,15,0.4166666666666667,76.0
Adrian Voinea,1999,21,15,0.4166666666666667,75.0
Adrian Voinea,1999,21,15,0.4166666666666667,88.0
Adrian Voinea,1999,21,15,0.4166666666666667,113.0
Adrian Voinea,1999,21,15,0.4166666666666667,112.0
Adrian Voinea,1999,21,15,0.4166666666666667,119.0
Adrian Voinea,1999,21,15,0.4166666666666667,133.0
Adrian Voinea,2000,20,9,0.3103448275862069,95.0
Adrian Voinea,2000,20,9,0.3103448275862069,92.0
Adrian Voinea,2000,20,9,0.3103448275862069,102.0
Adrian Voinea,2000,20,9,0.3103448275862069,113.0
Adrian Voinea,2000,20,9,0.3103448275862069,90.0
Adrian Voinea,2001,11,11,0.5,108.0
Adrian Voinea,2001,11,11,0.5,144.0
Adrian Voinea,2001,11,11,0.5,103.0
Adrian Voinea,2001,11,11,0.5,138.0
Adrian Voinea,2001,11,11,0.5,107.0
Adrian Voinea,2001,11,11,0.5,111.0
Adrian Voinea,2001,11,11,0.5,110.0
Adrian Voinea,2002,19,20,0.5128205128205128,58.0
Adrian Voinea,2002,19,20,0.5128205128205128,65.0
Adrian Voinea,2002,19,20,0.5128205128205128,57.0
Adrian Voinea,2002,19,20,0.5128205128205128,76.0
Adrian Voinea,2002,19,20,0.5128205128205128,67.0
Adrian Voinea,2002,19,20,0.5128205128205128,63.0
Adrian Voinea,2002,19,20,0.5128205128205128,59.0
Adrian Voinea,2002,19,20,0.5128205128205128,107.0
Adrian Voinea,2002,19,20,0.5128205128205128,64.0
Adrian Voinea,2002,19,20,0.5128205128205128,68.0
Adrian Voinea,2003,17,5,0.22727272727272727,137.0
Adrian Voinea,2003,17,5,0.22727272727272727,86.0
Adrian Voinea,2003,17,5,0.22727272727272727,84.0
Adrian Voinea,2003,17,5,0.22727272727272727,79.0
Adrian Voinea,2003,17,5,0.22727272727272727,59.0
Adriano Panatta,1968,2,1,0.3333333333333333,
Adriano Panatta,1969,4,1,0.2,
Adriano Panatta,1970,5,5,0.5,
Adriano Panatta,1971,7,16,0.6956521739130435,
Adriano Panatta,1972,16,26,0.6190476190476191,
Adriano Panatta,1973,17,47,0.734375,
Adriano Panatta,1973,17,47,0.734375,11.0
Adriano Panatta,1974,14,23,0.6216216216216216,
Adriano Panatta,1974,14,23,0.6216216216216216,26.0
Adriano Panatta,1974,14,23,0.6216216216216216,38.0
Adriano Panatta,1975,22,47,0.6811594202898551,
Adriano Panatta,1975,22,47,0.6811594202898551,53.0
Adriano Panatta,1976,12,44,0.7857142857142857,14.0
Adriano Panatta,1976,12,44,0.7857142857142857,6.0
Adriano Panatta,1976,12,44,0.7857142857142857,
Adriano Panatta,1977,12,23,0.6571428571428571,
Adriano Panatta,1978,16,37,0.6981132075471698,
Adriano Panatta,1978,16,37,0.6981132075471698,22.0
Adriano Panatta,1979,19,30,0.6122448979591837,
Adriano Panatta,1980,11,27,0.7105263157894737,
Adriano Panatta,1981,12,19,0.6129032258064516,32.0
Adriano Panatta,1982,16,12,0.42857142857142855,39.0
Adriano Panatta,1983,6,2,0.25,174.0
Adrians Zguns,2004,1,0,0.0,
Adrians Zguns,2009,1,0,0.0,
Adrien Bossel,2013,1,0,0.0,
Adrien Bossel,2015,2,0,0.0,
Adrien Bossel,2016,1,0,0.0,
Adrien Bossel,2017,1,0,0.0,
Adrien Viviani,1969,1,0,0.0,
Agustin Calleri,1999,3,3,0.5,124.0
Agustin Calleri,1999,3,3,0.5,140.0
Agustin Calleri,2000,6,13,0.6842105263157895,86.0
Agustin Calleri,2000,6,13,0.6842105263157895,124.0
Agustin Calleri,2000,6,13,0.6842105263157895,138.0
Agustin Calleri,2000,6,13,0.6842105263157895,102.0
Agustin Calleri,2000,6,13,0.6842105263157895,72.0
Agustin Calleri,2000,6,13,0.6842105263157895,84.0
Agustin Calleri,2000,6,13,0.6842105263157895,71.0
Agustin Calleri,2001,16,12,0.42857142857142855,89.0
Agustin Calleri,2001,16,12,0.42857142857142855,75.0
Agustin Calleri,2001,16,12,0.42857142857142855,76.0
Agustin Calleri,2001,16,12,0.42857142857142855,88.0
Agustin Calleri,2001,16,12,0.42857142857142855,74.0
Agustin Calleri,2001,16,12,0.42857142857142855,124.0
Agustin Calleri,2001,16,12,0.42857142857142855,78.0
Agustin Calleri,2001,16,12,0.42857142857142855,63.0
Agustin Calleri,2001,16,12,0.42857142857142855,70.0
Agustin Calleri,2002,22,24,0.5217391304347826,52.0
Agustin Calleri,2002,22,24,0.5217391304347826,56.0
Agustin Calleri,2002,22,24,0.5217391304347826,49.0
Agustin Calleri,2002,22,24,0.5217391304347826,54.0
Agustin Calleri,2002,22,24,0.5217391304347826,58.0
Agustin Calleri,2002,22,24,0.5217391304347826,57.0
Agustin Calleri,2002,22,24,0.5217391304347826,60.0
Agustin Calleri,2002,22,24,0.5217391304347826,46.0
