t_name,surface,draw_size,t_level,t_date,w_name,w_hand,w_ht,w_ioc,w_age,l_name,l_hand,l_ht,l_ioc,l_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_rank,w_rankpoints,l_rank,l_rankpoints,league,t_year,t_month,w_score,l_score,win,loss
Roland Garros,Clay,128,G,2008-05-25,Guillermo Garcia Lopez,R,188.0,ESP,24.977412731,Sergio Roitman,R,185.0,ARG,29.029431896,5,R128,132.0,3.0,3.0,103.0,66.0,43.0,23.0,15.0,6.0,9.0,1.0,1.0,84.0,53.0,32.0,17.0,15.0,3.0,9.0,96.0,477.0,87.0,496.0,atp,2008,5,19,12,1,1
Roland Garros,Clay,128,G,2008-05-25,Dmitry Tursunov,R,185.0,RUS,25.453798768,Daniel Brands,R,196.0,GER,20.8596851472,5,R128,111.0,13.0,3.0,91.0,51.0,38.0,26.0,15.0,5.0,6.0,5.0,8.0,90.0,47.0,31.0,22.0,15.0,5.0,10.0,33.0,980.0,210.0,186.0,atp,2008,5,19,11,1,1
Roland Garros,Clay,128,G,2008-05-25,Nicolas Almagro,R,183.0,ESP,22.7624914442,Boris Pashanski,R,180.0,SRB,25.5605749487,5,R128,114.0,20.0,1.0,92.0,58.0,47.0,19.0,14.0,7.0,7.0,4.0,5.0,91.0,46.0,31.0,22.0,15.0,3.0,8.0,20.0,1270.0,105.0,435.0,atp,2008,5,19,10,1,1
Roland Garros,Clay,128,G,2008-05-25,Sebastian Decoud,L,178.0,ARG,26.6858316222,Olivier Rochus,R,168.0,BEL,27.3511293634,5,R128,232.0,14.0,2.0,163.0,122.0,84.0,20.0,24.0,10.0,12.0,4.0,3.0,144.0,102.0,66.0,25.0,23.0,7.0,12.0,247.0,152.0,66.0,569.0,atp,2008,5,27,21,1,1
Roland Garros,Clay,128,G,2008-05-25,Jose Acasuso,R,190.0,ARG,25.5989048597,Dominik Hrbaty,R,183.0,SVK,30.3901437372,5,R128,138.0,4.0,2.0,77.0,41.0,30.0,22.0,14.0,1.0,3.0,1.0,5.0,106.0,58.0,36.0,19.0,14.0,4.0,10.0,49.0,711.0,281.0,133.0,atp,2008,5,18,10,1,1
Roland Garros,Clay,128,G,2008-05-25,Andy Murray,R,190.0,GBR,21.0321697467,Jonathan Eysseric,L,180.0,FRA,17.9986310746,5,R128,164.0,3.0,0.0,113.0,72.0,49.0,18.0,19.0,8.0,15.0,1.0,7.0,132.0,66.0,41.0,25.0,20.0,6.0,17.0,12.0,1480.0,390.0,82.0,atp,2008,5,23,16,1,1
Roland Garros,Clay,128,G,2008-05-25,Mikhail Youzhny,R,183.0,RUS,25.9192334018,Benjamin Becker,R,178.0,GER,26.9431895962,5,R128,134.0,6.0,1.0,84.0,49.0,39.0,25.0,14.0,5.0,6.0,7.0,1.0,98.0,45.0,31.0,23.0,14.0,11.0,16.0,15.0,1410.0,103.0,438.0,atp,2008,5,19,10,1,1
Roland Garros,Clay,128,G,2008-05-25,Maximo Gonzalez,R,175.0,ARG,24.8514715948,Roko Karanusic,R,183.0,CRO,25.7221081451,5,R128,215.0,2.0,5.0,168.0,108.0,67.0,28.0,24.0,17.0,25.0,6.0,3.0,155.0,81.0,49.0,33.0,24.0,12.0,22.0,137.0,340.0,110.0,420.0,atp,2008,5,26,22,1,1
Roland Garros,Clay,128,G,2008-05-25,Juan Ignacio Chela,R,190.0,ARG,28.7392197125,John Isner,R,206.0,USA,23.0828199863,5,R128,207.0,4.0,3.0,168.0,130.0,91.0,20.0,24.0,17.0,20.0,15.0,7.0,151.0,102.0,82.0,22.0,24.0,10.0,13.0,42.0,805.0,82.0,509.0,atp,2008,5,24,24,1,1
Roland Garros,Clay,128,G,2008-05-25,Fernando Verdasco,L,188.0,ESP,24.5284052019,Santiago Ventura,R,183.0,ESP,28.3887748118,5,R128,220.0,1.0,7.0,164.0,117.0,78.0,24.0,25.0,9.0,14.0,10.0,6.0,164.0,82.0,57.0,35.0,23.0,6.0,14.0,23.0,1240.0,91.0,494.0,atp,2008,5,28,21,1,1
Roland Garros,Clay,128,G,2008-05-25,Jarkko Nieminen,L,185.0,FIN,26.841889117,Marc Lopez,R,175.0,ESP,25.8206707734,5,R128,167.0,8.0,4.0,131.0,97.0,61.0,18.0,18.0,14.0,18.0,1.0,0.0,104.0,64.0,42.0,18.0,18.0,7.0,13.0,26.0,1130.0,177.0,242.0,atp,2008,5,20,16,1,1
Roland Garros,Clay,128,G,2008-05-25,Martin Vassallo Arguello,R,183.0,ARG,28.2902121834,Feliciano Lopez,L,188.0,ESP,26.6803559206,5,R128,214.0,7.0,5.0,171.0,128.0,82.0,27.0,25.0,10.0,13.0,13.0,5.0,150.0,97.0,69.0,31.0,25.0,7.0,10.0,107.0,433.0,35.0,950.0,atp,2008,5,26,25,1,1
Roland Garros,Clay,128,G,2008-05-25,Nicolas Devilder,L,173.0,FRA,28.1697467488,Chris Guccione,L,201.0,AUS,22.8227241615,5,R128,105.0,3.0,4.0,77.0,48.0,39.0,17.0,14.0,1.0,2.0,12.0,2.0,97.0,59.0,38.0,17.0,13.0,7.0,12.0,148.0,311.0,70.0,544.0,atp,2008,5,18,9,1,1
Roland Garros,Clay,128,G,2008-05-25,Rafael Nadal,L,185.0,ESP,21.9794661191,Thomaz Bellucci,L,188.0,BRA,20.4052019165,5,R128,154.0,2.0,1.0,90.0,67.0,46.0,14.0,14.0,2.0,4.0,3.0,5.0,91.0,49.0,25.0,22.0,14.0,6.0,13.0,2.0,5585.0,76.0,520.0,atp,2008,5,19,9,1,1
Roland Garros,Clay,128,G,2008-05-25,Roger Federer,R,185.0,SUI,26.7980835044,Albert Montanes,R,175.0,ESP,27.4962354552,5,R64,145.0,13.0,1.0,110.0,76.0,65.0,18.0,18.0,6.0,6.0,2.0,8.0,135.0,83.0,49.0,25.0,17.0,12.0,18.0,1.0,6675.0,60.0,596.0,atp,2008,5,24,12,1,1
Roland Garros,Clay,128,G,2008-05-25,Mario Ancic,R,196.0,CRO,24.1560574949,David Marrero,R,185.0,ESP,28.131416837800003,5,R64,162.0,17.0,1.0,105.0,67.0,52.0,22.0,17.0,9.0,10.0,1.0,2.0,108.0,54.0,33.0,26.0,16.0,5.0,11.0,46.0,735.0,267.0,138.0,atp,2008,5,22,11,1,1
Roland Garros,Clay,128,G,2008-05-25,Julien Benneteau,R,185.0,FRA,26.431211499,Alejandro Falla,L,185.0,COL,24.5311430527,5,R64,228.0,5.0,3.0,169.0,124.0,82.0,23.0,24.0,11.0,17.0,5.0,1.0,151.0,91.0,57.0,29.0,22.0,8.0,15.0,55.0,670.0,108.0,429.0,atp,2008,5,26,22,1,1
Roland Garros,Clay,128,G,2008-05-25,Robin Soderling,R,193.0,SWE,23.780971937,Paul Capdeville,R,190.0,CHI,25.1498973306,5,R64,102.0,12.0,2.0,90.0,61.0,47.0,13.0,14.0,8.0,9.0,3.0,1.0,89.0,61.0,38.0,12.0,13.0,5.0,10.0,44.0,750.0,141.0,333.0,atp,2008,5,18,9,1,1
Roland Garros,Clay,128,G,2008-05-25,Stan Wawrinka,R,183.0,SUI,23.1622176591,Marin Cilic,R,198.0,CRO,19.6577686516,5,R64,164.0,3.0,1.0,103.0,62.0,43.0,26.0,16.0,2.0,6.0,6.0,6.0,107.0,49.0,36.0,23.0,15.0,6.0,12.0,10.0,1575.0,53.0,670.0,atp,2008,5,20,13,1,1
Roland Garros,Clay,128,G,2008-05-25,Fernando Gonzalez,R,183.0,CHI,27.8247775496,Pablo Andujar,R,180.0,ESP,22.3381245722,5,R64,168.0,15.0,5.0,138.0,83.0,61.0,32.0,21.0,7.0,9.0,6.0,1.0,144.0,127.0,76.0,9.0,21.0,9.0,15.0,25.0,1160.0,151.0,303.0,atp,2008,5,26,18,1,1
Roland Garros,Clay,128,G,2008-05-25,Robby Ginepri,R,183.0,USA,25.6344969199,Igor Andreev,R,185.0,RUS,24.8678986995,5,R64,170.0,4.0,1.0,122.0,89.0,63.0,21.0,19.0,5.0,7.0,10.0,2.0,130.0,82.0,57.0,22.0,19.0,9.0,14.0,88.0,495.0,27.0,1125.0,atp,2008,5,23,16,1,1
Roland Garros,Clay,128,G,2008-05-25,Florent Serra,R,180.0,FRA,27.2388774812,Victor Hanescu,R,198.0,ROU,26.847364818600003,5,R64,181.0,4.0,4.0,139.0,79.0,60.0,33.0,22.0,8.0,13.0,11.0,2.0,155.0,115.0,79.0,12.0,21.0,11.0,18.0,94.0,487.0,78.0,517.0,atp,2008,5,25,20,1,1
Roland Garros,Clay,128,G,2008-05-25,Nikolay Davydenko,R,178.0,RUS,26.9815195072,Marat Safin,R,193.0,RUS,28.3285420945,5,R64,136.0,9.0,2.0,85.0,60.0,45.0,15.0,14.0,3.0,4.0,6.0,2.0,110.0,60.0,41.0,18.0,14.0,8.0,13.0,4.0,3425.0,73.0,535.0,atp,2008,5,19,10,1,1
Roland Garros,Clay,128,G,2008-05-25,Ivan Ljubicic,R,193.0,CRO,29.1882272416,Diego Junqueira,L,178.0,ARG,27.40862423,5,R64,107.0,13.0,2.0,81.0,49.0,43.0,16.0,14.0,3.0,3.0,2.0,3.0,79.0,40.0,29.0,19.0,13.0,8.0,12.0,30.0,1005.0,162.0,265.0,atp,2008,5,18,9,1,1
Roland Garros,Clay,128,G,2008-05-25,Jurgen Melzer,L,183.0,AUT,27.0116358658,Marcos Daniel,R,180.0,BRA,29.8945927447,5,R64,194.0,9.0,4.0,134.0,87.0,66.0,25.0,23.0,9.0,12.0,6.0,1.0,155.0,109.0,76.0,24.0,23.0,13.0,17.0,97.0,474.0,79.0,517.0,atp,2008,5,24,22,1,1
Roland Garros,Clay,128,G,2008-05-25,Gael Monfils,R,193.0,FRA,21.7330595483,Luis Horna,R,180.0,PER,27.696098562600003,5,R64,179.0,5.0,15.0,120.0,59.0,45.0,30.0,17.0,5.0,8.0,0.0,4.0,113.0,84.0,52.0,14.0,17.0,5.0,10.0,59.0,613.0,102.0,438.0,atp,2008,5,20,15,1,1
Roland Garros,Clay,128,G,2008-05-25,Tommy Robredo,R,180.0,ESP,26.0698151951,Marc Gicquel,R,188.0,FRA,31.1567419576,5,R64,225.0,2.0,0.0,147.0,110.0,74.0,23.0,21.0,4.0,7.0,5.0,4.0,164.0,86.0,62.0,36.0,21.0,18.0,24.0,14.0,1430.0,56.0,629.0,atp,2008,5,24,19,1,1
Roland Garros,Clay,128,G,2008-05-25,Radek Stepanek,R,185.0,CZE,29.4948665298,Jiri Vanek,R,185.0,CZE,30.0889801506,5,R64,143.0,11.0,2.0,102.0,65.0,52.0,20.0,16.0,2.0,2.0,8.0,4.0,128.0,72.0,51.0,20.0,18.0,11.0,19.0,22.0,1245.0,93.0,489.0,atp,2008,5,24,11,1,1
Roland Garros,Clay,128,G,2008-05-25,Lleyton Hewitt,R,180.0,AUS,27.2498288843,Mardy Fish,R,188.0,USA,26.4613278576,5,R64,126.0,8.0,1.0,72.0,38.0,25.0,19.0,13.0,3.0,7.0,6.0,7.0,102.0,39.0,24.0,23.0,14.0,11.0,20.0,28.0,1085.0,39.0,865.0,atp,2008,5,18,9,1,1
Roland Garros,Clay,128,G,2008-05-25,David Ferrer,R,175.0,ESP,26.1492128679,Fabrice Santoro,R,178.0,FRA,35.4606433949,5,R64,84.0,2.0,0.0,54.0,49.0,39.0,4.0,10.0,2.0,2.0,0.0,1.0,67.0,37.0,16.0,9.0,9.0,4.0,12.0,5.0,2730.0,50.0,691.0,atp,2008,5,18,1,1,1
Roland Garros,Clay,128,G,2008-05-25,Ernests Gulbis,R,190.0,LAT,19.7371663244,James Blake,R,185.0,USA,28.4106776181,5,R64,156.0,11.0,4.0,124.0,77.0,59.0,30.0,21.0,5.0,7.0,4.0,0.0,144.0,88.0,57.0,34.0,21.0,7.0,10.0,80.0,512.0,8.0,1985.0,atp,2008,5,23,20,1,1
Roland Garros,Clay,128,G,2008-05-25,Nicolas Lapentti,R,188.0,ECU,31.783709787800003,Bobby Reynolds,R,183.0,USA,25.8590006845,5,R64,221.0,10.0,4.0,146.0,95.0,70.0,26.0,23.0,6.0,9.0,6.0,8.0,149.0,90.0,63.0,29.0,23.0,6.0,11.0,69.0,554.0,104.0,436.0,atp,2008,5,25,21,1,1
Roland Garros,Clay,128,G,2008-05-25,Simone Bolelli,R,183.0,ITA,22.6310746064,Juan Martin del Potro,R,198.0,ARG,19.6714579055,5,R64,190.0,7.0,3.0,134.0,92.0,65.0,24.0,20.0,12.0,15.0,12.0,3.0,117.0,66.0,48.0,27.0,21.0,3.0,8.0,47.0,721.0,68.0,558.0,atp,2008,5,23,19,1,1
Roland Garros,Clay,128,G,2008-05-25,Michael Llodra,L,190.0,FRA,28.0219028063,Tomas Berdych,R,196.0,CZE,22.688569473,5,R64,186.0,10.0,6.0,157.0,94.0,72.0,29.0,25.0,10.0,13.0,12.0,4.0,120.0,78.0,66.0,21.0,25.0,5.0,10.0,41.0,831.0,13.0,1460.0,atp,2008,5,27,23,1,1
Roland Garros,Clay,128,G,2008-05-25,Eduardo Schwank,R,183.0,ARG,22.0917180014,Marcel Granollers,R,190.0,ESP,22.12183436,5,R64,193.0,5.0,2.0,130.0,89.0,67.0,29.0,20.0,5.0,5.0,5.0,0.0,142.0,102.0,65.0,24.0,20.0,9.0,13.0,75.0,531.0,51.0,677.0,atp,2008,5,24,17,1,1
Roland Garros,Clay,128,G,2008-05-25,Paul Henri Mathieu,R,185.0,FRA,26.3682409309,Oscar Hernandez,R,180.0,ESP,30.1273100616,5,R64,251.0,4.0,8.0,147.0,86.0,58.0,28.0,21.0,16.0,22.0,4.0,4.0,157.0,96.0,58.0,29.0,21.0,14.0,20.0,19.0,1270.0,86.0,497.0,atp,2008,5,21,21,1,1
Roland Garros,Clay,128,G,2008-05-25,Wayne Odesnik,L,180.0,USA,22.5106091718,Hyung Taik Lee,R,180.0,KOR,32.3942505133,5,R64,140.0,11.0,1.0,118.0,74.0,58.0,22.0,18.0,4.0,5.0,4.0,2.0,109.0,76.0,49.0,15.0,17.0,8.0,13.0,106.0,433.0,52.0,670.0,atp,2008,5,22,13,1,1
Roland Garros,Clay,128,G,2008-05-25,Novak Djokovic,R,188.0,SRB,21.0130047912,Miguel Angel Lopez Jaen,R,188.0,ESP,25.4893908282,5,R64,80.0,3.0,2.0,68.0,45.0,36.0,15.0,12.0,0.0,0.0,6.0,2.0,69.0,46.0,26.0,6.0,11.0,4.0,10.0,3.0,5225.0,264.0,140.0,atp,2008,5,18,5,1,1
Roland Garros,Clay,128,G,2008-05-25,Jeremy Chardy,R,188.0,FRA,21.2840520192,David Nalbandian,R,180.0,ARG,26.3983572895,5,R64,183.0,18.0,10.0,161.0,88.0,62.0,34.0,21.0,10.0,14.0,10.0,4.0,131.0,72.0,48.0,27.0,21.0,10.0,18.0,145.0,326.0,7.0,2115.0,atp,2008,5,25,17,1,1
Roland Garros,Clay,128,G,2008-05-25,Dmitry Tursunov,R,185.0,RUS,25.453798768,Guillermo Garcia Lopez,R,188.0,ESP,24.977412731,5,R64,139.0,11.0,1.0,110.0,65.0,43.0,23.0,12.0,12.0,13.0,1.0,2.0,81.0,53.0,23.0,14.0,12.0,8.0,15.0,33.0,980.0,96.0,477.0,atp,2008,5,19,6,1,1
Roland Garros,Clay,128,G,2008-05-25,Nicolas Almagro,R,183.0,ESP,22.7624914442,Sebastian Decoud,L,178.0,ARG,26.6858316222,5,R64,118.0,18.0,2.0,71.0,33.0,30.0,26.0,13.0,0.0,1.0,3.0,3.0,95.0,59.0,39.0,14.0,14.0,7.0,13.0,20.0,1270.0,247.0,152.0,atp,2008,5,19,9,1,1
Roland Garros,Clay,128,G,2008-05-25,Andy Murray,R,190.0,GBR,21.0321697467,Jose Acasuso,R,190.0,ARG,25.5989048597,5,R64,98.0,9.0,0.0,84.0,56.0,45.0,15.0,13.0,6.0,6.0,0.0,9.0,83.0,44.0,34.0,12.0,13.0,3.0,8.0,12.0,1480.0,49.0,711.0,atp,2008,5,18,8,1,1
Roland Garros,Clay,128,G,2008-05-25,Mikhail Youzhny,R,183.0,RUS,25.9192334018,Maximo Gonzalez,R,175.0,ARG,24.8514715948,5,R64,108.0,3.0,2.0,83.0,52.0,38.0,22.0,13.0,3.0,3.0,0.0,0.0,90.0,52.0,30.0,18.0,12.0,7.0,12.0,15.0,1410.0,137.0,340.0,atp,2008,5,18,7,1,1
Roland Garros,Clay,128,G,2008-05-25,Fernando Verdasco,L,188.0,ESP,24.5284052019,Juan Ignacio Chela,R,190.0,ARG,28.7392197125,5,R64,206.0,5.0,10.0,148.0,102.0,65.0,18.0,22.0,12.0,20.0,2.0,3.0,151.0,107.0,53.0,25.0,21.0,14.0,24.0,23.0,1240.0,42.0,805.0,atp,2008,5,24,19,1,1
Roland Garros,Clay,128,G,2008-05-25,Jarkko Nieminen,L,185.0,FIN,26.841889117,Martin Vassallo Arguello,R,183.0,ARG,28.2902121834,5,R64,178.0,0.0,1.0,124.0,91.0,63.0,17.0,20.0,0.0,3.0,2.0,3.0,128.0,83.0,52.0,25.0,20.0,5.0,10.0,26.0,1130.0,107.0,433.0,atp,2008,5,23,18,1,1
Roland Garros,Clay,128,G,2008-05-25,Rafael Nadal,L,185.0,ESP,21.9794661191,Nicolas Devilder,L,173.0,FRA,28.1697467488,5,R64,114.0,1.0,1.0,74.0,51.0,35.0,15.0,12.0,7.0,8.0,1.0,3.0,69.0,52.0,25.0,5.0,11.0,2.0,9.0,2.0,5585.0,148.0,311.0,atp,2008,5,18,5,1,1
Roland Garros,Clay,128,G,2008-05-25,Roger Federer,R,185.0,SUI,26.7980835044,Mario Ancic,R,196.0,CRO,24.1560574949,5,R32,96.0,8.0,1.0,71.0,45.0,36.0,20.0,14.0,2.0,3.0,2.0,0.0,75.0,47.0,31.0,10.0,13.0,2.0,7.0,1.0,6675.0,46.0,735.0,atp,2008,5,18,9,1,1
Roland Garros,Clay,128,G,2008-05-25,Julien Benneteau,R,185.0,FRA,26.431211499,Robin Soderling,R,193.0,SWE,23.780971937,5,R32,143.0,3.0,3.0,96.0,63.0,40.0,22.0,15.0,8.0,11.0,5.0,2.0,108.0,80.0,47.0,12.0,17.0,7.0,14.0,55.0,670.0,44.0,750.0,atp,2008,5,20,13,1,1
Roland Garros,Clay,128,G,2008-05-25,Fernando Gonzalez,R,183.0,CHI,27.8247775496,Stan Wawrinka,R,183.0,SUI,23.1622176591,5,R32,199.0,5.0,2.0,141.0,100.0,77.0,19.0,25.0,8.0,12.0,9.0,1.0,153.0,102.0,76.0,27.0,25.0,10.0,14.0,25.0,1160.0,10.0,1575.0,atp,2008,5,25,25,1,1
Roland Garros,Clay,128,G,2008-05-25,Robby Ginepri,R,183.0,USA,25.6344969199,Florent Serra,R,180.0,FRA,27.2388774812,5,R32,104.0,3.0,0.0,86.0,56.0,42.0,20.0,15.0,6.0,7.0,2.0,2.0,95.0,67.0,47.0,11.0,15.0,7.0,11.0,88.0,495.0,94.0,487.0,atp,2008,5,18,12,1,1
Roland Garros,Clay,128,G,2008-05-25,Ivan Ljubicic,R,193.0,CRO,29.1882272416,Nikolay Davydenko,R,178.0,RUS,26.9815195072,5,R32,193.0,15.0,2.0,149.0,88.0,62.0,31.0,23.0,7.0,11.0,8.0,2.0,110.0,80.0,55.0,20.0,22.0,0.0,5.0,30.0,1005.0,4.0,3425.0,atp,2008,5,24,21,1,1
Roland Garros,Clay,128,G,2008-05-25,Gael Monfils,R,193.0,FRA,21.7330595483,Jurgen Melzer,L,183.0,AUT,27.0116358658,5,R32,180.0,19.0,6.0,148.0,95.0,70.0,26.0,23.0,15.0,18.0,1.0,3.0,126.0,76.0,46.0,28.0,23.0,5.0,12.0,59.0,613.0,97.0,474.0,atp,2008,5,27,19,1,1
Roland Garros,Clay,128,G,2008-05-25,Radek Stepanek,R,185.0,CZE,29.4948665298,Tommy Robredo,R,180.0,ESP,26.0698151951,5,R32,109.0,4.0,3.0,73.0,45.0,39.0,15.0,12.0,4.0,4.0,1.0,0.0,77.0,53.0,30.0,11.0,12.0,6.0,12.0,22.0,1245.0,14.0,1430.0,atp,2008,5,18,6,1,1
Roland Garros,Clay,128,G,2008-05-25,David Ferrer,R,175.0,ESP,26.1492128679,Lleyton Hewitt,R,180.0,AUS,27.2498288843,5,R32,215.0,8.0,4.0,136.0,83.0,59.0,27.0,23.0,5.0,10.0,8.0,4.0,147.0,82.0,52.0,33.0,22.0,9.0,15.0,5.0,2730.0,28.0,1085.0,atp,2008,5,24,21,1,1
Roland Garros,Clay,128,G,2008-05-25,Ernests Gulbis,R,190.0,LAT,19.7371663244,Nicolas Lapentti,R,188.0,ECU,31.783709787800003,5,R32,127.0,8.0,3.0,77.0,41.0,32.0,24.0,15.0,0.0,2.0,0.0,3.0,98.0,58.0,32.0,20.0,14.0,9.0,15.0,80.0,512.0,69.0,554.0,atp,2008,5,19,10,1,1
Roland Garros,Clay,128,G,2008-05-25,Michael Llodra,L,190.0,FRA,28.0219028063,Simone Bolelli,R,183.0,ITA,22.6310746064,5,R32,155.0,17.0,2.0,115.0,74.0,62.0,23.0,17.0,5.0,6.0,2.0,2.0,118.0,92.0,64.0,15.0,17.0,6.0,8.0,41.0,831.0,47.0,721.0,atp,2008,5,20,16,1,1
Roland Garros,Clay,128,G,2008-05-25,Paul Henri Mathieu,R,185.0,FRA,26.3682409309,Eduardo Schwank,R,183.0,ARG,22.0917180014,5,R32,182.0,7.0,1.0,113.0,70.0,52.0,25.0,19.0,1.0,5.0,8.0,6.0,131.0,81.0,51.0,23.0,19.0,7.0,13.0,19.0,1270.0,75.0,531.0,atp,2008,5,22,17,1,1
Roland Garros,Clay,128,G,2008-05-25,Novak Djokovic,R,188.0,SRB,21.0130047912,Wayne Odesnik,L,180.0,USA,22.5106091718,5,R32,137.0,10.0,0.0,85.0,59.0,42.0,15.0,15.0,3.0,6.0,10.0,3.0,119.0,62.0,37.0,24.0,15.0,5.0,12.0,3.0,5225.0,106.0,433.0,atp,2008,5,19,11,1,1
Roland Garros,Clay,128,G,2008-05-25,Jeremy Chardy,R,188.0,FRA,21.2840520192,Dmitry Tursunov,R,185.0,RUS,25.453798768,5,R32,124.0,8.0,3.0,98.0,63.0,49.0,20.0,16.0,1.0,2.0,11.0,3.0,103.0,56.0,44.0,17.0,15.0,3.0,6.0,145.0,326.0,33.0,980.0,atp,2008,5,19,13,1,1
Roland Garros,Clay,128,G,2008-05-25,Nicolas Almagro,R,183.0,ESP,22.7624914442,Andy Murray,R,190.0,GBR,21.0321697467,5,R32,169.0,21.0,5.0,126.0,71.0,57.0,34.0,22.0,3.0,5.0,10.0,9.0,136.0,67.0,51.0,30.0,20.0,12.0,17.0,20.0,1270.0,12.0,1480.0,atp,2008,5,25,18,1,1
Roland Garros,Clay,128,G,2008-05-25,Fernando Verdasco,L,188.0,ESP,24.5284052019,Mikhail Youzhny,R,183.0,RUS,25.9192334018,5,R32,204.0,3.0,4.0,131.0,110.0,72.0,11.0,22.0,3.0,9.0,8.0,6.0,132.0,70.0,47.0,25.0,21.0,3.0,11.0,23.0,1240.0,15.0,1410.0,atp,2008,5,25,19,1,1
Roland Garros,Clay,128,G,2008-05-25,Rafael Nadal,L,185.0,ESP,21.9794661191,Jarkko Nieminen,L,185.0,FIN,26.841889117,5,R32,118.0,3.0,1.0,78.0,55.0,40.0,11.0,12.0,7.0,8.0,0.0,0.0,74.0,49.0,26.0,5.0,11.0,6.0,13.0,2.0,5585.0,26.0,1130.0,atp,2008,5,18,5,1,1
Roland Garros,Clay,128,G,2008-05-25,Roger Federer,R,185.0,SUI,26.7980835044,Julien Benneteau,R,185.0,FRA,26.431211499,5,R16,146.0,6.0,3.0,98.0,52.0,40.0,26.0,17.0,7.0,10.0,5.0,1.0,118.0,74.0,38.0,28.0,17.0,10.0,16.0,1.0,6675.0,55.0,670.0,atp,2008,5,20,14,1,1
Roland Garros,Clay,128,G,2008-05-25,Fernando Gonzalez,R,183.0,CHI,27.8247775496,Robby Ginepri,R,183.0,USA,25.6344969199,5,R16,113.0,10.0,1.0,88.0,64.0,44.0,16.0,14.0,4.0,6.0,2.0,2.0,99.0,61.0,31.0,20.0,14.0,8.0,14.0,25.0,1160.0,88.0,495.0,atp,2008,5,19,10,1,1
Roland Garros,Clay,128,G,2008-05-25,Gael Monfils,R,193.0,FRA,21.7330595483,Ivan Ljubicic,R,193.0,CRO,29.1882272416,5,R16,171.0,12.0,4.0,114.0,64.0,53.0,25.0,20.0,1.0,4.0,10.0,3.0,117.0,70.0,49.0,22.0,19.0,5.0,10.0,59.0,613.0,30.0,1005.0,atp,2008,5,23,17,1,1
Roland Garros,Clay,128,G,2008-05-25,David Ferrer,R,175.0,ESP,26.1492128679,Radek Stepanek,R,185.0,CZE,29.4948665298,5,R16,172.0,2.0,2.0,123.0,91.0,54.0,19.0,22.0,8.0,16.0,4.0,9.0,118.0,53.0,36.0,27.0,21.0,2.0,11.0,5.0,2730.0,22.0,1245.0,atp,2008,5,23,20,1,1
Roland Garros,Clay,128,G,2008-05-25,Ernests Gulbis,R,190.0,LAT,19.7371663244,Michael Llodra,L,190.0,FRA,28.0219028063,5,R16,129.0,11.0,2.0,95.0,55.0,44.0,26.0,16.0,3.0,4.0,2.0,6.0,102.0,62.0,40.0,20.0,15.0,7.0,10.0,80.0,512.0,41.0,831.0,atp,2008,5,19,13,1,1
Roland Garros,Clay,128,G,2008-05-25,Novak Djokovic,R,188.0,SRB,21.0130047912,Paul Henri Mathieu,R,185.0,FRA,26.3682409309,5,R16,140.0,14.0,1.0,77.0,54.0,45.0,11.0,14.0,7.0,8.0,8.0,4.0,111.0,63.0,45.0,18.0,15.0,7.0,12.0,3.0,5225.0,19.0,1270.0,atp,2008,5,18,11,1,1
Roland Garros,Clay,128,G,2008-05-25,Nicolas Almagro,R,183.0,ESP,22.7624914442,Jeremy Chardy,R,188.0,FRA,21.2840520192,5,R16,168.0,19.0,4.0,124.0,69.0,55.0,32.0,18.0,6.0,7.0,10.0,12.0,160.0,92.0,67.0,29.0,18.0,15.0,17.0,20.0,1270.0,145.0,326.0,atp,2008,5,21,17,1,1
Roland Garros,Clay,128,G,2008-05-25,Rafael Nadal,L,185.0,ESP,21.9794661191,Fernando Verdasco,L,188.0,ESP,24.5284052019,5,R16,114.0,1.0,1.0,69.0,44.0,30.0,15.0,11.0,3.0,5.0,1.0,6.0,70.0,47.0,20.0,7.0,10.0,6.0,15.0,2.0,5585.0,23.0,1240.0,atp,2008,5,18,3,1,1
Roland Garros,Clay,128,G,2008-05-25,Roger Federer,R,185.0,SUI,26.7980835044,Fernando Gonzalez,R,183.0,CHI,27.8247775496,5,QF,121.0,11.0,0.0,96.0,62.0,44.0,24.0,18.0,3.0,6.0,3.0,0.0,100.0,72.0,40.0,17.0,17.0,8.0,13.0,1.0,6675.0,25.0,1160.0,atp,2008,5,20,15,1,1
Roland Garros,Clay,128,G,2008-05-25,Gael Monfils,R,193.0,FRA,21.7330595483,David Ferrer,R,175.0,ESP,26.1492128679,5,QF,147.0,10.0,5.0,100.0,55.0,44.0,24.0,17.0,5.0,7.0,1.0,1.0,104.0,67.0,40.0,20.0,17.0,7.0,13.0,59.0,613.0,5.0,2730.0,atp,2008,5,21,13,1,1
Roland Garros,Clay,128,G,2008-05-25,Novak Djokovic,R,188.0,SRB,21.0130047912,Ernests Gulbis,R,190.0,LAT,19.7371663244,5,QF,187.0,6.0,1.0,125.0,82.0,58.0,24.0,18.0,4.0,6.0,12.0,7.0,138.0,85.0,58.0,24.0,18.0,12.0,16.0,3.0,5225.0,80.0,512.0,atp,2008,5,21,16,1,1
