t_name,surface,draw_size,t_level,t_date,w_name,w_hand,w_ht,w_ioc,w_age,l_name,l_hand,l_ht,l_ioc,l_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_rank,w_rankpoints,l_rank,l_rankpoints,league,t_year,t_month,w_score,l_score,win,loss
Australian Open,Hard,128,G,2019-01-14,Novak Djokovic,R,188.0,SRB,31.6495550992,Rafael Nadal,L,185.0,ESP,32.6160164271,5,F,124.0,8.0,0.0,69.0,50.0,40.0,16.0,13.0,1.0,1.0,3.0,2.0,73.0,47.0,24.0,16.0,13.0,3.0,8.0,1.0,9135.0,2.0,7480.0,atp,2019,1,18,8,1,1
Australian Open,Hard,128,G,2019-01-14,Stefanos Tsitsipas,R,,GRE,20.424366872,Roger Federer,R,185.0,SUI,37.4346338125,5,R16,225.0,20.0,1.0,188.0,112.0,87.0,49.0,24.0,12.0,12.0,12.0,0.0,156.0,105.0,83.0,31.0,24.0,2.0,3.0,15.0,2095.0,3.0,6420.0,atp,2019,1,27,24,1,1
Australian Open,Hard,128,G,2019-01-14,Milos Raonic,R,196.0,CAN,28.0492813142,Alexander Zverev,R,198.0,GER,21.735797399000003,5,R16,119.0,15.0,1.0,78.0,54.0,43.0,13.0,13.0,0.0,1.0,6.0,10.0,90.0,56.0,38.0,12.0,13.0,14.0,20.0,17.0,1900.0,4.0,6385.0,atp,2019,1,19,8,1,1
Australian Open,Hard,128,G,2019-01-14,Frances Tiafoe,R,,USA,20.9828884326,Kevin Anderson,R,203.0,RSA,32.6598220397,5,R64,179.0,10.0,2.0,114.0,80.0,64.0,19.0,21.0,4.0,6.0,13.0,4.0,134.0,87.0,64.0,23.0,21.0,10.0,14.0,39.0,1080.0,6.0,4810.0,atp,2019,1,23,19,1,1
Australian Open,Hard,128,G,2019-01-14,Roberto Bautista Agut,R,183.0,ESP,30.7515400411,Marin Cilic,R,198.0,CRO,30.2943189596,5,R16,238.0,10.0,3.0,154.0,106.0,74.0,33.0,25.0,3.0,5.0,17.0,6.0,167.0,102.0,77.0,28.0,24.0,8.0,13.0,24.0,1605.0,7.0,4160.0,atp,2019,1,28,22,1,1
Australian Open,Hard,128,G,2019-01-14,Alexei Popyrin,R,,AUS,19.4442162902,Dominic Thiem,R,185.0,AUT,25.363449692,5,R64,104.0,13.0,3.0,87.0,53.0,40.0,22.0,12.0,5.0,5.0,1.0,2.0,82.0,63.0,41.0,8.0,12.0,7.0,10.0,149.0,360.0,8.0,4095.0,atp,2019,1,15,9,1,1
Australian Open,Hard,128,G,2019-01-14,Novak Djokovic,R,188.0,SRB,31.6495550992,Kei Nishikori,R,178.0,JPN,29.0431211499,5,QF,52.0,2.0,1.0,29.0,20.0,17.0,8.0,6.0,0.0,0.0,0.0,3.0,47.0,33.0,16.0,5.0,6.0,0.0,4.0,1.0,9135.0,9.0,3750.0,atp,2019,1,10,2,1,1
Australian Open,Hard,128,G,2019-01-14,Reilly Opelka,R,,USA,21.3798767967,John Isner,R,206.0,USA,33.7193702943,5,R128,178.0,40.0,6.0,151.0,87.0,74.0,42.0,24.0,1.0,2.0,47.0,2.0,138.0,107.0,93.0,19.0,24.0,2.0,3.0,97.0,593.0,10.0,3155.0,atp,2019,1,27,25,1,1
Australian Open,Hard,128,G,2019-01-14,Roberto Bautista Agut,R,183.0,ESP,30.7515400411,Karen Khachanov,R,,RUS,22.6502395619,5,R32,128.0,5.0,2.0,86.0,56.0,46.0,15.0,16.0,0.0,2.0,8.0,5.0,100.0,52.0,34.0,22.0,16.0,9.0,14.0,24.0,1605.0,11.0,2835.0,atp,2019,1,19,13,1,1
Australian Open,Hard,128,G,2019-01-14,Lucas Pouille,R,185.0,FRA,24.8898015058,Borna Coric,R,,CRO,22.1656399726,5,R16,195.0,19.0,2.0,135.0,88.0,73.0,26.0,23.0,4.0,6.0,24.0,5.0,155.0,120.0,90.0,12.0,23.0,8.0,12.0,31.0,1245.0,12.0,2435.0,atp,2019,1,26,22,1,1
Australian Open,Hard,128,G,2019-01-14,Pablo Carreno Busta,R,188.0,ESP,27.5099247091,Fabio Fognini,R,178.0,ITA,31.6440793977,5,R32,150.0,10.0,3.0,107.0,75.0,48.0,16.0,18.0,8.0,14.0,8.0,7.0,116.0,74.0,52.0,9.0,18.0,9.0,17.0,23.0,1705.0,13.0,2315.0,atp,2019,1,20,16,1,1
Australian Open,Hard,128,G,2019-01-14,Tomas Berdych,R,196.0,CZE,33.325119781,Kyle Edmund,R,,GBR,24.0164271047,5,R128,102.0,12.0,1.0,75.0,49.0,43.0,15.0,14.0,1.0,1.0,4.0,3.0,79.0,47.0,29.0,14.0,13.0,2.0,7.0,57.0,865.0,14.0,2150.0,atp,2019,1,19,8,1,1
Australian Open,Hard,128,G,2019-01-14,Rafael Nadal,L,185.0,ESP,32.6160164271,Stefanos Tsitsipas,R,,GRE,20.424366872,5,SF,106.0,5.0,0.0,61.0,40.0,34.0,15.0,12.0,1.0,1.0,5.0,2.0,65.0,45.0,29.0,6.0,12.0,5.0,11.0,2.0,7480.0,15.0,2095.0,atp,2019,1,18,6,1,1
Australian Open,Hard,128,G,2019-01-14,Novak Djokovic,R,188.0,SRB,31.6495550992,Daniil Medvedev,R,,RUS,22.9240246407,5,R16,195.0,6.0,5.0,126.0,84.0,61.0,21.0,20.0,7.0,9.0,18.0,6.0,142.0,93.0,65.0,17.0,19.0,11.0,18.0,1.0,9135.0,19.0,1865.0,atp,2019,1,24,16,1,1
Australian Open,Hard,128,G,2019-01-14,Lucas Pouille,R,185.0,FRA,24.8898015058,Milos Raonic,R,196.0,CAN,28.0492813142,5,QF,182.0,14.0,4.0,122.0,80.0,67.0,24.0,22.0,0.0,1.0,25.0,6.0,149.0,87.0,62.0,35.0,21.0,11.0,14.0,31.0,1245.0,17.0,1900.0,atp,2019,1,25,20,1,1
Australian Open,Hard,128,G,2019-01-14,Filip Krajinovic,R,185.0,SRB,26.8802190281,Marco Cecchinato,R,,ITA,26.288843258000004,5,R128,164.0,20.0,3.0,130.0,77.0,63.0,21.0,23.0,1.0,7.0,10.0,3.0,136.0,90.0,60.0,28.0,22.0,7.0,13.0,93.0,620.0,18.0,1889.0,atp,2019,1,23,23,1,1
Australian Open,Hard,128,G,2019-01-14,Tomas Berdych,R,196.0,CZE,33.325119781,Diego Schwartzman,R,170.0,ARG,26.4120465435,5,R32,180.0,19.0,1.0,143.0,83.0,69.0,29.0,22.0,7.0,8.0,8.0,2.0,126.0,76.0,59.0,26.0,21.0,4.0,7.0,57.0,865.0,16.0,1925.0,atp,2019,1,24,19,1,1
Australian Open,Hard,128,G,2019-01-14,Stefanos Tsitsipas,R,,GRE,20.424366872,Nikoloz Basilashvili,R,185.0,GEO,26.8911704312,5,R32,174.0,18.0,1.0,131.0,83.0,65.0,26.0,20.0,2.0,4.0,14.0,6.0,130.0,78.0,55.0,30.0,20.0,3.0,6.0,15.0,2095.0,20.0,1820.0,atp,2019,1,22,19,1,1
Australian Open,Hard,128,G,2019-01-14,Frances Tiafoe,R,,USA,20.9828884326,Grigor Dimitrov,R,188.0,BUL,27.665982204,5,R16,219.0,10.0,4.0,190.0,123.0,82.0,33.0,24.0,15.0,18.0,21.0,6.0,147.0,95.0,70.0,26.0,24.0,8.0,13.0,39.0,1080.0,21.0,1790.0,atp,2019,1,27,23,1,1
Australian Open,Hard,128,G,2019-01-14,Daniil Medvedev,R,,RUS,22.9240246407,David Goffin,R,163.0,BEL,28.1040383299,5,R32,121.0,7.0,2.0,85.0,56.0,48.0,10.0,15.0,1.0,4.0,4.0,2.0,92.0,56.0,32.0,15.0,14.0,5.0,11.0,19.0,1865.0,22.0,1785.0,atp,2019,1,19,11,1,1
Australian Open,Hard,128,G,2019-01-14,Stefanos Tsitsipas,R,,GRE,20.424366872,Roberto Bautista Agut,R,183.0,ESP,30.7515400411,5,QF,195.0,22.0,3.0,129.0,74.0,62.0,27.0,22.0,1.0,4.0,6.0,2.0,128.0,88.0,64.0,22.0,22.0,7.0,11.0,15.0,2095.0,24.0,1605.0,atp,2019,1,24,21,1,1
Australian Open,Hard,128,G,2019-01-14,Kei Nishikori,R,178.0,JPN,29.0431211499,Pablo Carreno Busta,R,188.0,ESP,27.5099247091,5,R16,305.0,15.0,2.0,207.0,127.0,93.0,34.0,28.0,8.0,14.0,5.0,2.0,219.0,153.0,95.0,34.0,28.0,15.0,21.0,9.0,3750.0,23.0,1705.0,atp,2019,1,30,29,1,1
Australian Open,Hard,128,G,2019-01-14,Pierre Hugues Herbert,R,188.0,FRA,27.8275154004,Hyeon Chung,R,,KOR,22.6557152635,5,R64,133.0,13.0,3.0,96.0,62.0,49.0,16.0,17.0,0.0,3.0,2.0,1.0,94.0,60.0,37.0,20.0,16.0,6.0,11.0,55.0,903.0,25.0,1585.0,atp,2019,1,19,14,1,1
Australian Open,Hard,128,G,2019-01-14,Novak Djokovic,R,188.0,SRB,31.6495550992,Denis Shapovalov,L,,CAN,19.7508555784,5,R32,142.0,5.0,4.0,90.0,55.0,41.0,22.0,18.0,2.0,5.0,6.0,5.0,108.0,61.0,43.0,15.0,17.0,5.0,13.0,1.0,9135.0,27.0,1440.0,atp,2019,1,22,13,1,1
Australian Open,Hard,128,G,2019-01-14,Marin Cilic,R,198.0,CRO,30.2943189596,Fernando Verdasco,L,188.0,ESP,35.1649555099,5,R32,258.0,8.0,5.0,153.0,89.0,73.0,33.0,24.0,6.0,9.0,27.0,5.0,165.0,113.0,77.0,28.0,23.0,15.0,19.0,7.0,4160.0,28.0,1410.0,atp,2019,1,26,22,1,1
Australian Open,Hard,128,G,2019-01-14,Rafael Nadal,L,185.0,ESP,32.6160164271,Alex De Minaur,R,,AUS,19.9069130732,5,R32,142.0,6.0,6.0,87.0,65.0,53.0,8.0,13.0,4.0,4.0,3.0,2.0,94.0,54.0,34.0,16.0,12.0,8.0,13.0,2.0,7480.0,29.0,1353.0,atp,2019,1,18,7,1,1
Australian Open,Hard,128,G,2019-01-14,Novak Djokovic,R,188.0,SRB,31.6495550992,Lucas Pouille,R,185.0,FRA,24.8898015058,5,SF,83.0,6.0,0.0,53.0,38.0,32.0,13.0,11.0,0.0,0.0,4.0,3.0,74.0,40.0,27.0,9.0,11.0,5.0,12.0,1.0,9135.0,31.0,1245.0,atp,2019,1,18,4,1,1
Australian Open,Hard,128,G,2019-01-14,Alex Bolt,L,,AUS,26.0232717317,Gilles Simon,R,183.0,FRA,34.0479123888,5,R64,244.0,11.0,3.0,152.0,85.0,58.0,38.0,25.0,6.0,12.0,14.0,9.0,195.0,124.0,86.0,31.0,25.0,13.0,18.0,155.0,343.0,30.0,1280.0,atp,2019,1,25,26,1,1
Australian Open,Hard,128,G,2019-01-14,Taylor Fritz,R,,USA,21.2128678987,Gael Monfils,R,193.0,FRA,32.3696098563,5,R64,204.0,15.0,2.0,177.0,121.0,88.0,31.0,23.0,12.0,13.0,22.0,6.0,168.0,114.0,82.0,30.0,22.0,12.0,15.0,50.0,964.0,33.0,1195.0,atp,2019,1,26,22,1,1
Australian Open,Hard,128,G,2019-01-14,Andreas Seppi,R,190.0,ITA,34.8966461328,Steve Johnson,R,188.0,USA,29.0568104038,5,R128,141.0,12.0,5.0,108.0,62.0,50.0,28.0,20.0,5.0,6.0,11.0,3.0,105.0,52.0,42.0,30.0,19.0,1.0,5.0,35.0,1170.0,34.0,1190.0,atp,2019,1,22,17,1,1
Australian Open,Hard,128,G,2019-01-14,Joao Sousa,R,185.0,POR,29.7932922656,Philipp Kohlschreiber,R,178.0,GER,35.2470910335,5,R64,258.0,28.0,1.0,181.0,130.0,99.0,26.0,28.0,14.0,16.0,20.0,6.0,189.0,113.0,83.0,42.0,28.0,12.0,14.0,44.0,1017.0,32.0,1215.0,atp,2019,1,29,28,1,1
Australian Open,Hard,128,G,2019-01-14,Novak Djokovic,R,188.0,SRB,31.6495550992,Mitchell Krueger,R,,USA,25.0047912389,5,R128,123.0,6.0,2.0,65.0,48.0,41.0,10.0,13.0,1.0,2.0,2.0,2.0,117.0,81.0,46.0,13.0,12.0,14.0,20.0,1.0,9135.0,230.0,216.0,atp,2019,1,18,7,1,1
Australian Open,Hard,128,G,2019-01-14,Roger Federer,R,185.0,SUI,37.4346338125,Daniel Evans,R,175.0,GBR,28.6461327858,5,R64,155.0,11.0,1.0,99.0,62.0,52.0,24.0,17.0,2.0,3.0,4.0,0.0,115.0,70.0,51.0,21.0,16.0,3.0,5.0,3.0,6420.0,189.0,266.0,atp,2019,1,20,15,1,1
Australian Open,Hard,128,G,2019-01-14,Kei Nishikori,R,178.0,JPN,29.0431211499,Kamil Majchrzak,R,,POL,23.0034223135,5,R128,168.0,6.0,3.0,109.0,73.0,53.0,20.0,19.0,6.0,8.0,11.0,9.0,123.0,65.0,42.0,22.0,19.0,6.0,14.0,9.0,3750.0,176.0,291.0,atp,2019,1,24,15,1,1
Australian Open,Hard,128,G,2019-01-14,Stefanos Tsitsipas,R,,GRE,20.424366872,Viktor Troicki,R,193.0,SRB,32.9253935661,5,R64,160.0,14.0,2.0,99.0,64.0,50.0,24.0,19.0,2.0,4.0,8.0,3.0,131.0,89.0,57.0,19.0,18.0,15.0,19.0,15.0,2095.0,200.0,252.0,atp,2019,1,21,16,1,1
Australian Open,Hard,128,G,2019-01-14,Daniil Medvedev,R,,RUS,22.9240246407,Lloyd Harris,R,,RSA,21.8863791923,5,R128,107.0,7.0,4.0,72.0,43.0,34.0,18.0,11.0,4.0,4.0,6.0,4.0,74.0,46.0,27.0,7.0,11.0,10.0,17.0,19.0,1865.0,119.0,472.0,atp,2019,1,18,4,1,1
Australian Open,Hard,128,G,2019-01-14,Diego Schwartzman,R,170.0,ARG,26.4120465435,Rudolf Molleker,R,,GER,18.2176591376,5,R128,107.0,9.0,2.0,85.0,55.0,45.0,19.0,16.0,2.0,3.0,9.0,5.0,92.0,59.0,33.0,14.0,16.0,2.0,9.0,16.0,1925.0,206.0,246.0,atp,2019,1,22,10,1,1
Australian Open,Hard,128,G,2019-01-14,Nikoloz Basilashvili,R,185.0,GEO,26.8911704312,Christopher Eubanks,R,,USA,22.6940451745,5,R128,162.0,11.0,9.0,145.0,90.0,65.0,27.0,21.0,10.0,15.0,21.0,9.0,127.0,74.0,57.0,20.0,20.0,5.0,11.0,20.0,1820.0,170.0,312.0,atp,2019,1,23,19,1,1
Australian Open,Hard,128,G,2019-01-14,Nikoloz Basilashvili,R,185.0,GEO,26.8911704312,Stefano Travaglia,U,,ITA,27.0746064339,5,R64,174.0,9.0,12.0,137.0,85.0,61.0,22.0,23.0,4.0,10.0,13.0,7.0,131.0,75.0,49.0,28.0,23.0,6.0,13.0,20.0,1820.0,137.0,401.0,atp,2019,1,24,22,1,1
Australian Open,Hard,128,G,2019-01-14,Pablo Carreno Busta,R,188.0,ESP,27.5099247091,Luca Vanni,R,,ITA,33.612594113600004,5,R128,227.0,20.0,3.0,156.0,108.0,83.0,25.0,26.0,2.0,4.0,25.0,7.0,175.0,102.0,79.0,34.0,25.0,10.0,13.0,23.0,1705.0,163.0,325.0,atp,2019,1,27,25,1,1
Australian Open,Hard,128,G,2019-01-14,Fernando Verdasco,L,188.0,ESP,35.1649555099,Miomir Kecmanovic,R,,SRB,19.3730321697,5,R128,131.0,21.0,6.0,87.0,58.0,46.0,17.0,15.0,1.0,2.0,2.0,2.0,111.0,69.0,40.0,24.0,15.0,12.0,16.0,28.0,1410.0,125.0,458.0,atp,2019,1,19,12,1,1
Australian Open,Hard,128,G,2019-01-14,Alex De Minaur,R,,AUS,19.9069130732,Henri Laaksonen,R,,SUI,26.7898699521,5,R64,232.0,5.0,7.0,172.0,107.0,72.0,35.0,25.0,9.0,13.0,6.0,1.0,157.0,95.0,62.0,32.0,24.0,3.0,10.0,29.0,1353.0,166.0,319.0,atp,2019,1,28,22,1,1
Australian Open,Hard,128,G,2019-01-14,Gilles Simon,R,183.0,FRA,34.0479123888,Bjorn Fratangelo,R,,USA,25.4893908282,5,R128,127.0,10.0,3.0,93.0,54.0,46.0,21.0,15.0,3.0,4.0,4.0,5.0,93.0,50.0,34.0,22.0,15.0,8.0,12.0,30.0,1280.0,133.0,421.0,atp,2019,1,19,12,1,1
Australian Open,Hard,128,G,2019-01-14,Daniel Evans,R,175.0,GBR,28.6461327858,Tatsuma Ito,R,180.0,JPN,30.6584531143,5,R128,155.0,9.0,2.0,99.0,62.0,49.0,22.0,16.0,2.0,2.0,5.0,8.0,100.0,48.0,38.0,25.0,15.0,4.0,8.0,189.0,266.0,150.0,360.0,atp,2019,1,20,12,1,1
Australian Open,Hard,128,G,2019-01-14,Taro Daniel,R,,JPN,25.9630390144,Thanasi Kokkinakis,R,,AUS,22.7624914442,5,R128,92.0,3.0,2.0,61.0,38.0,28.0,10.0,9.0,5.0,7.0,0.0,1.0,67.0,53.0,34.0,7.0,9.0,8.0,10.0,82.0,691.0,144.0,379.0,atp,2019,1,9,9,1,1
Australian Open,Hard,128,G,2019-01-14,Maximilian Marterer,L,,GER,23.5838466804,Gleb Sakharov,R,,FRA,30.5954825462,5,R128,99.0,13.0,1.0,77.0,58.0,40.0,13.0,13.0,1.0,2.0,3.0,1.0,69.0,41.0,25.0,11.0,12.0,2.0,8.0,71.0,744.0,252.0,186.0,atp,2019,1,18,7,1,1
Australian Open,Hard,128,G,2019-01-14,Frances Tiafoe,R,,USA,20.9828884326,Prajnesh Gunneswaran,L,,IND,29.1718001369,5,R128,112.0,7.0,3.0,90.0,59.0,45.0,19.0,15.0,4.0,6.0,7.0,4.0,90.0,59.0,38.0,17.0,15.0,3.0,8.0,39.0,1080.0,109.0,515.0,atp,2019,1,19,12,1,1
Australian Open,Hard,128,G,2019-01-14,Novak Djokovic,R,188.0,SRB,31.6495550992,Jo-Wilfried Tsonga,R,188.0,FRA,33.7440109514,5,R64,124.0,12.0,1.0,87.0,61.0,45.0,18.0,16.0,3.0,5.0,10.0,1.0,92.0,50.0,36.0,19.0,15.0,4.0,9.0,1.0,9135.0,177.0,290.0,atp,2019,1,19,12,1,1
Australian Open,Hard,128,G,2019-01-14,Rafael Nadal,L,185.0,ESP,32.6160164271,James Duckworth,R,183.0,AUS,26.9815195072,5,R128,135.0,6.0,2.0,81.0,54.0,40.0,16.0,16.0,1.0,3.0,12.0,11.0,111.0,62.0,40.0,20.0,15.0,6.0,12.0,2.0,7480.0,237.0,206.0,atp,2019,1,19,12,1,1
Australian Open,Hard,128,G,2019-01-14,Alexander Zverev,R,198.0,GER,21.735797399000003,Alex Bolt,L,,AUS,26.0232717317,5,R32,112.0,14.0,4.0,85.0,55.0,39.0,19.0,13.0,5.0,6.0,5.0,1.0,90.0,58.0,37.0,12.0,13.0,6.0,12.0,4.0,6385.0,155.0,343.0,atp,2019,1,18,8,1,1
Australian Open,Hard,128,G,2019-01-14,Lucas Pouille,R,185.0,FRA,24.8898015058,Alexei Popyrin,R,,AUS,19.4442162902,5,R32,223.0,16.0,8.0,171.0,103.0,77.0,45.0,26.0,5.0,7.0,16.0,9.0,179.0,111.0,84.0,35.0,26.0,10.0,13.0,31.0,1245.0,149.0,360.0,atp,2019,1,29,25,1,1
Australian Open,Hard,128,G,2019-01-14,Philipp Kohlschreiber,R,178.0,GER,35.2470910335,Zhe Li,R,,CHN,32.3175906913,5,R128,120.0,10.0,1.0,90.0,45.0,36.0,28.0,13.0,10.0,10.0,2.0,1.0,73.0,54.0,33.0,9.0,13.0,1.0,6.0,32.0,1215.0,261.0,173.0,atp,2019,1,18,8,1,1
Australian Open,Hard,128,G,2019-01-14,Alex Bolt,L,,AUS,26.0232717317,Jack Sock,R,185.0,USA,26.3052703628,5,R128,133.0,22.0,3.0,102.0,63.0,52.0,23.0,18.0,2.0,4.0,13.0,5.0,111.0,75.0,46.0,17.0,17.0,7.0,13.0,155.0,343.0,105.0,540.0,atp,2019,1,22,13,1,1
Australian Open,Hard,128,G,2019-01-14,Thomas Fabbiano,R,,ITA,29.6372347707,Jason Kubler,R,,AUS,25.6563997262,5,R128,184.0,3.0,3.0,135.0,99.0,59.0,25.0,20.0,6.0,10.0,14.0,10.0,126.0,79.0,54.0,23.0,19.0,8.0,12.0,102.0,573.0,130.0,433.0,atp,2019,1,21,19,1,1
Australian Open,Hard,128,G,2019-01-14,Denis Kudla,R,180.0,USA,26.4093086927,Marc Polmans,U,,AUS,21.7029431896,5,R128,183.0,19.0,11.0,142.0,87.0,69.0,24.0,22.0,14.0,17.0,8.0,6.0,129.0,86.0,62.0,19.0,22.0,6.0,11.0,62.0,818.0,169.0,317.0,atp,2019,1,24,20,1,1
Australian Open,Hard,128,G,2019-01-14,Rafael Nadal,L,185.0,ESP,32.6160164271,Matthew Ebden,R,188.0,AUS,31.1348391513,5,R64,116.0,6.0,4.0,81.0,53.0,43.0,16.0,13.0,4.0,4.0,7.0,3.0,75.0,50.0,33.0,8.0,12.0,4.0,9.0,2.0,7480.0,48.0,981.0,atp,2019,1,18,7,1,1
Australian Open,Hard,128,G,2019-01-14,Rafael Nadal,L,185.0,ESP,32.6160164271,Tomas Berdych,R,196.0,CZE,33.325119781,5,R16,125.0,5.0,1.0,81.0,56.0,45.0,16.0,13.0,2.0,2.0,5.0,3.0,78.0,37.0,26.0,18.0,12.0,8.0,13.0,2.0,7480.0,57.0,865.0,atp,2019,1,19,7,1,1
Australian Open,Hard,128,G,2019-01-14,Rafael Nadal,L,185.0,ESP,32.6160164271,Frances Tiafoe,R,,USA,20.9828884326,5,QF,107.0,11.0,0.0,77.0,57.0,48.0,12.0,14.0,2.0,2.0,13.0,0.0,72.0,54.0,38.0,6.0,13.0,4.0,8.0,2.0,7480.0,39.0,1080.0,atp,2019,1,18,9,1,1
Australian Open,Hard,128,G,2019-01-14,Roger Federer,R,185.0,SUI,37.4346338125,Denis Istomin,R,188.0,UZB,32.3531827515,5,R128,117.0,14.0,2.0,82.0,46.0,38.0,24.0,15.0,0.0,0.0,4.0,1.0,99.0,69.0,45.0,16.0,14.0,6.0,9.0,3.0,6420.0,101.0,577.0,atp,2019,1,18,11,1,1
Australian Open,Hard,128,G,2019-01-14,Roger Federer,R,185.0,SUI,37.4346338125,Taylor Fritz,R,,USA,21.2128678987,5,R32,88.0,10.0,3.0,70.0,43.0,40.0,17.0,14.0,0.0,0.0,8.0,0.0,78.0,45.0,28.0,20.0,14.0,4.0,9.0,3.0,6420.0,50.0,964.0,atp,2019,1,19,9,1,1
Australian Open,Hard,128,G,2019-01-14,Alexander Zverev,R,198.0,GER,21.735797399000003,Aljaz Bedene,R,181.0,SLO,29.492128679,5,R128,115.0,11.0,6.0,77.0,46.0,38.0,14.0,14.0,1.0,3.0,7.0,2.0,84.0,51.0,34.0,8.0,13.0,2.0,8.0,4.0,6385.0,67.0,760.0,atp,2019,1,18,9,1,1
Australian Open,Hard,128,G,2019-01-14,Alexander Zverev,R,198.0,GER,21.735797399000003,Jeremy Chardy,R,188.0,FRA,31.9206023272,5,R64,226.0,29.0,13.0,167.0,116.0,94.0,25.0,27.0,10.0,13.0,14.0,3.0,173.0,118.0,86.0,29.0,26.0,12.0,17.0,4.0,6385.0,36.0,1120.0,atp,2019,1,30,25,1,1
Australian Open,Hard,128,G,2019-01-14,Kevin Anderson,R,203.0,RSA,32.6598220397,Adrian Mannarino,L,183.0,FRA,30.5434633812,5,R128,173.0,14.0,5.0,110.0,71.0,53.0,20.0,18.0,5.0,7.0,5.0,1.0,112.0,78.0,49.0,12.0,18.0,8.0,15.0,6.0,4810.0,42.0,1045.0,atp,2019,1,23,13,1,1
Australian Open,Hard,128,G,2019-01-14,Marin Cilic,R,198.0,CRO,30.2943189596,Bernard Tomic,R,193.0,AUS,26.2313483915,5,R128,123.0,24.0,2.0,93.0,63.0,49.0,19.0,15.0,5.0,6.0,12.0,1.0,104.0,73.0,47.0,15.0,15.0,11.0,15.0,7.0,4160.0,88.0,655.0,atp,2019,1,19,12,1,1
Australian Open,Hard,128,G,2019-01-14,Marin Cilic,R,198.0,CRO,30.2943189596,Mackenzie McDonald,R,,USA,23.748117727600004,5,R64,217.0,25.0,6.0,135.0,82.0,63.0,26.0,22.0,4.0,7.0,9.0,2.0,151.0,110.0,70.0,18.0,22.0,9.0,15.0,7.0,4160.0,81.0,692.0,atp,2019,1,25,20,1,1
Australian Open,Hard,128,G,2019-01-14,Dominic Thiem,R,185.0,AUT,25.363449692,Benoit Paire,R,196.0,FRA,29.6865160849,5,R128,222.0,9.0,13.0,179.0,104.0,69.0,37.0,24.0,9.0,14.0,21.0,5.0,153.0,78.0,59.0,34.0,23.0,11.0,16.0,8.0,4095.0,61.0,820.0,atp,2019,1,24,23,1,1
Australian Open,Hard,128,G,2019-01-14,Kei Nishikori,R,178.0,JPN,29.0431211499,Ivo Karlovic,R,208.0,CRO,39.8767967146,5,R64,228.0,9.0,2.0,158.0,121.0,96.0,26.0,29.0,3.0,5.0,59.0,3.0,170.0,128.0,100.0,26.0,28.0,5.0,6.0,9.0,3750.0,73.0,739.0,atp,2019,1,30,29,1,1
Australian Open,Hard,128,G,2019-01-14,Kei Nishikori,R,178.0,JPN,29.0431211499,Joao Sousa,R,185.0,POR,29.7932922656,5,R32,126.0,3.0,3.0,80.0,52.0,40.0,20.0,14.0,1.0,2.0,9.0,1.0,88.0,49.0,36.0,15.0,13.0,2.0,7.0,9.0,3750.0,44.0,1017.0,atp,2019,1,19,9,1,1
Australian Open,Hard,128,G,2019-01-14,Karen Khachanov,R,,RUS,22.6502395619,Peter Gojowczyk,R,185.0,GER,29.5003422313,5,R128,151.0,15.0,4.0,99.0,59.0,50.0,17.0,19.0,1.0,3.0,6.0,5.0,129.0,63.0,43.0,33.0,18.0,10.0,15.0,11.0,2835.0,63.0,805.0,atp,2019,1,21,16,1,1
Australian Open,Hard,128,G,2019-01-14,Karen Khachanov,R,,RUS,22.6502395619,Yoshihito Nishioka,L,,JPN,23.2991101985,5,R64,122.0,16.0,4.0,100.0,64.0,41.0,18.0,14.0,5.0,7.0,4.0,2.0,93.0,66.0,33.0,12.0,13.0,8.0,15.0,11.0,2835.0,69.0,758.0,atp,2019,1,18,9,1,1
Australian Open,Hard,128,G,2019-01-14,Borna Coric,R,,CRO,22.1656399726,Steve Darcis,R,178.0,BEL,34.8391512663,5,R128,121.0,16.0,3.0,79.0,50.0,42.0,16.0,14.0,3.0,3.0,11.0,1.0,84.0,59.0,37.0,10.0,13.0,5.0,9.0,12.0,2435.0,321.0,90.0,atp,2019,1,18,9,1,1
Australian Open,Hard,128,G,2019-01-14,Borna Coric,R,,CRO,22.1656399726,Marton Fucsovics,R,,HUN,26.932238193000003,5,R64,136.0,13.0,5.0,94.0,52.0,41.0,25.0,15.0,4.0,5.0,11.0,4.0,83.0,55.0,38.0,13.0,14.0,0.0,4.0,12.0,2435.0,38.0,1094.0,atp,2019,1,18,11,1,1
Australian Open,Hard,128,G,2019-01-14,Borna Coric,R,,CRO,22.1656399726,Filip Krajinovic,R,185.0,SRB,26.8802190281,5,R32,163.0,14.0,7.0,117.0,75.0,55.0,18.0,18.0,6.0,9.0,12.0,2.0,112.0,77.0,56.0,13.0,18.0,9.0,14.0,12.0,2435.0,93.0,620.0,atp,2019,1,20,16,1,1
Australian Open,Hard,128,G,2019-01-14,Fabio Fognini,R,178.0,ITA,31.6440793977,Jaume Munar,R,,ESP,21.6947296372,5,R128,144.0,12.0,3.0,102.0,68.0,51.0,18.0,14.0,8.0,10.0,7.0,0.0,97.0,65.0,43.0,16.0,14.0,2.0,5.0,13.0,2315.0,79.0,702.0,atp,2019,1,17,13,1,1
